Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
1139,AHMED AVENUE,ABDULGAFFAR HUSHENBHAI NAGANI PROPRIETOR OF MYCO REALTY,"B-201, ROYAL HERITAGE ,NEAR RANDER COZWAY GORAT ROAD, RANDER BHESAN SURAT GUJARAT Surat 395005",Mixed Development,ahmedavenue2021@gmail.com,9033718486,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09003/070921,Ahmedabad,07-09-2021
1140,EWS 52,AHMEDABAD MUNICIPAL CORPORATION,"Sardar Patel Bhavan, Danapith, Ahmedabad Ahmedabad 380001",Mixed Development,addcehp@ahmedabadcity.gov.in,9327038855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14627/010125/051026,Ahmedabad,01-01-2025
1141,VANDANAM,ASSOCIATED BUILDCON,"146/K, F.P.227/3,T.P.65, GOTA EAST,AHMEDABAD,GUJARAT, 382481 Ahmedabad 382481",Mixed Development,psdholu1981@gmail.com,9727762278,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08929/210821,Ahmedabad,21-08-2021
1142,Dharti Saket Heaven,OMKARA ASSOCIATES,"F.P.No.93, Nr. Savan Square, Opp. Vande Mataram Homes, 2 : New Ranip Chainpur Road, Ahmedabad Ahmedabad 380081",Mixed Development,dhartisaketheaven2.2022@gmail.com,7573000037,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09099/A1M/230323,Ahmedabad,27-09-2021
1143,MIZRA RESIDENCY,A.J. DEVELOPERS,"S NO.: 6753, 1 FF SHOP, NEAR ELECTRICITY HOUSE RELEIF ROAD LAL DARWAZA Ahmedabad 380001",Mixed Development,mizraresidency2021@gmail.com,9825189517,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09276/A1M/030922,Ahmedabad,03-11-2021
1144,RIVIERA GREEN HOMES,RIVIERA BUILDER,"SARVODAYA SOCIETY PART 1, ABOVE KARUR VAISHYA BANK SANAND, AHMEDABAD Ahmedabad 382110",Mixed Development,rivierabuilder91@gmail.com,9377776465,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09081/210921,Ahmedabad,21-09-2021
1145,Shivanta Castle,Jay Somnath Developers,"A/24 Danev Park Society, Nikol Gam Road, Nikol, Ahmedabad Ahmedabad 382350",Mixed Development,shivantacastle2021@gmail.com,9978116666,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08924/210821,Ahmedabad,21-08-2021
1146,PUSHPAK RESIDENCY - 1,KUDRAT INFRA,"SUR - 1035, FP 283, TPS - 1, PUSHPAK CORNER B/H. S R P CAMP, OPP. NEW NAVRANG SCHOOL, NR. CANAL, NARODA Ahmedabad 382330",Mixed Development,kudratinfra@gmail.com,9825038321,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN72AA09972/100622,Ahmedabad,10-06-2022
1147,Turquoise Greenz,RATNABHUMI DEVELOPERS LIMITED,"S.F. 207, Turquoise, Panchvati Panch Rasta, Nr. White House E.B., C.G. Road, Ahmedabad 380009",Mixed Development,rera.tgreenz@gmail.com,8758551175,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08901/130821,Ahmedabad,13-08-2021
1148,Girivar Greens,RAHIN INFRA,"R.S. No. 35/7, F.P. No. 74, TPS No. 111, Girivar Greens, B/h. Rajvi Icon, Nr. Amarjavan Circle, S P Ring Road, Nikol, Ahmedabad 382350",Mixed Development,rahininfrarera@gmail.com,9727772991,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09230/261021,Ahmedabad,26-10-2021
1149,SIDDHIPRIYA IMPERIAL,SIDDHIPRIYA PROJECTS,"10, KANTI PARK SOCIETY, B/H BALIYADEV MANDIR BOPAL, SARKHEJ, AHMEDABAD, GUJARAT Ahmedabad 380058",Mixed Development,siddhipriyaprojects1@gmail.com,9825232666,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08966/310821,Ahmedabad,31-08-2021
1150,SHAYONA SARVOPARI,SHAYONA LAND CORPORATION,101 OM SHAYONA ARCADE NEAR SILVER OAK UNIVERSITY GOTA Ahmedabad 382481,Mixed Development,rajnikant@shayona.co.in,9825096722,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09127/A1M/091123,Ahmedabad,05-10-2021
1151,Swam Sky,SHAMBHAVI CORPORATION,"407-408, Hir Asha Arcade, HDFC Building, B/h Kargil Petrol Pump, Sola, Ahmedabad Ahmedabad 380060",Mixed Development,swamskyrera@gmail.com,9809828181,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09080/200921,Ahmedabad,20-09-2021
1152,Turquoise Grandeure,RATNABHUMI DEVELOPERS LIMITED,"S.F. 207, Turquoise, Panchvati Panch Rasta, Nr. White House E.B., C.G. Road, Ahmedabad 380009",Mixed Development,rera.tgreenz@gmail.com,8758551175,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09148/111021,Ahmedabad,11-10-2021
1153,SANSKRUTI SKY,SHUBH BUILDCON,42 SURDHARA SOCIETY OPP INDRAVIHAR SOCIETY NIKOL ROAD NIKOL AHMEDABAD Ahmedabad 382350,Mixed Development,shubhsanskrutisky@gmail.com,9833347444,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09123/011021,Ahmedabad,01-10-2021
1154,SHREEM MAXIMA,KESHVAM DEVELOPERS,"SHREEM MAXIMA, NEAR NATIONAL HANDLOOM VIRATNAGAR TO SP RING ROAD, NIKOL Ahmedabad 382350",Mixed Development,shreemmaximanikol@gmail.com,9824331641,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09011/070921,Ahmedabad,07-09-2021
1155,Shyam Atulyam,DEVNANDAN DEVELOPERS,"B-10, VIKRAMADITYA SOCIETY, OPP. BAJRANG ASHRAM, THAKKAR BAPA NAGAR, NATIONAL HIGHWAY, Ahmedabad 380024",Mixed Development,shyamatulyamlambha.rera@gmail.com,7878007111,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09184/141021,Ahmedabad,14-10-2021
1156,SARITA RESIDENCY 7,RAMANI CORPORATE,A 304 REVATI PLAZA NR BHAKTI CIRCLE S P RING ROAD NIKOL AHMEDABAD Ahmedabad 382350,Mixed Development,saritaresidency7@gmail.com,9879551880,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09101/270921,Ahmedabad,27-09-2021
1157,Dev Param,SOHAM PROPERTIES DEVELOPERS,"B/1201, The Capital, Near Bank of Baroda, Opp. Hetarth Party Plot Science City Road, Sola Ahmedabad 380060",Mixed Development,dakshpatel97@gmail.com,9925150765,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09196/181021,Ahmedabad,18-10-2021
1158,VRAJ VATIKA,BLUVIAN PROCON LLP,"C-405,CARNATION RESIDENCY NANANPARK SOCIETY,DASKROI,BOPAL Ahmedabad 380058",Mixed Development,vrajvatikarera01@gmail.com,9978888884,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09429/071221,Ahmedabad,07-12-2021
1159,Vraj Vatika-II,BLUVIAN PROCON LLP,"C-405,CARNATION RESIDENCY NANANPARK SOCIETY,DASKROI,BOPAL Ahmedabad 380058",Mixed Development,vrajvatikarera01@gmail.com,9978888884,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09456/131221,Ahmedabad,13-12-2021
1160,PANCHSHIL PEARL,DHARMDEEP INFRASTRUCTURE,"301-306, ANMOL BUSINESS CENTER, VRUNDAVAN COLONY,NAVARANGPURA Ahmedabad 380009",Mixed Development,panchshilpearl2022@gmail.com,9327014456,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10085/250422,Ahmedabad,25-04-2022
1161,Saanvi Nirman Stellar,SAANVI NIRMAN BUILDWELL LLP,"217-218, Second Floor, Ravija Plaza, Thaltej-Shilaj Road, Thaltej, Ahmedabad 380059",Mixed Development,saanvi.stellar@gmail.com,9904402727,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09817/150222,Ahmedabad,15-02-2022
1162,United Enclave,United Infra,"Block No. 1071/3/1, TP Scheme No. 86, FP No. 33/3/1/2, Opp. Narayan Christal, Vatva Ahmedabad 382440",Mixed Development,unitedenclaverera@gmail.com,9673672637,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09052/140921,Ahmedabad,14-09-2021
1163,Ganeshay Heights,Shree Ganesh Corporation,"253, The Meadows, Gokuldham Sarkhej-Sanand Road, Santhal Ahmedabad 382210",Mixed Development,ganeshayheightsrera@gmail.com,9375099914,PR/GJ/AHMEDABAD/MANDAL/Others/MAA09232/261021,Ahmedabad,26-10-2021
1164,Samay Ark,Samved Procon,"A-9/Suryam Bunglows Opp. Krish Bunglows, Nikol, Ahmedabad Ahmedabad 382350",Mixed Development,samayarkrera@gmail.com,9426755688,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09147/111021,Ahmedabad,11-10-2021
1165,Suramya Space,SHUBH DEVELOPERS,"At Shree Ashapura Complex, Ground Floor, Honest Restaurant, Opp SBI, Sanand Ahmedabad 382110",Mixed Development,suramyaspace@gmail.com,9898593978,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09623/311221,Ahmedabad,31-12-2021
1166,GANESH HERITAGE,GANESH INFRASTRUCTURE,"16, Amarnath Villa, Behind Suryam Elegance S P Ring Road, Nava Odhav Ahmedabad 382415",Mixed Development,ganeshinfrastructure2020@gmail.com,9925460556,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09538/A1M/190922,Ahmedabad,24-12-2021
1167,KESHAV-21,SHREE KESHAV DEVELOPERS,"KESHAV 21, R.S. NO. 138/4,F.P. NO. 57/4, TS.PS. NO. 119, B/H. KANBA HOSPITAL, NIKOL, AHMEDABAD Ahmedabad 382350",Mixed Development,shreekeshavdevelopersitr@yahoo.com,9869752958,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN55AA09955/010622,Ahmedabad,01-06-2022
1168,BHAKTI ELEGANCE,BHAKTI INFRA,11 SHABRI BUNGLOWS OPP ROYAL BUNGLOWS NIKOL NARODA ROAD NEW NARODA Ahmedabad 382330,Mixed Development,bhaktiinfra2021@gmail.com,8866223970,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09106/280921,Ahmedabad,28-09-2021
1169,THE WILLOWS,KAILASH BUILDCON,"OPP. DEVKRUPA DIVINE, F.P. NO. 7, T.P.S. NO. 72 HATHIJAN, TA. VATVA, Ahmedabad 382445",Mixed Development,buildconkailash@gmail.com,9909998877,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09144/081021,Ahmedabad,08-10-2021
1170,Aarohi Vivianna,LAXMI DEVELOPERS,"08, Royal Kadamb Bunglows, B/h. Sukruti Bungalows Shilaj Road, Thaltej Ahmedabad 380059",Mixed Development,rera.aarohivivianna@gmail.com,9099049167,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09079/200921,Ahmedabad,20-09-2021
1171,KESHAVPRIYA SKY,MUNISWAMI BUILDCON,"9, KRUSHNA GOKULNAGAR SOCIETY, PRIYA TALKIES, SAIJPURBHOGHA Ahmedabad 382345",Mixed Development,muniswamibuildcon01@gmail.com,9727007900,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09170/EX1/120624/310325,Ahmedabad,11-10-2021
1172,NEELKANTH GREENS,NEEV INFRA,"A-40, Lalita society, Opp Viratnagar, Isanpur Ahmedabad 382443",Mixed Development,neevinfra2021@gmail.com,9033815256,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09386/301121,Ahmedabad,30-11-2021
1173,Indraprasth Shivanta,DEEP INFRAPROJECTS LLP,"10th Floor President House Opp CN Vidyalaya, Ambawadi Ahmedabad 380006",Mixed Development,shivanta@deepgroup1980.com,9925040161,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09198/181021,Ahmedabad,18-10-2021
1174,AUCKLAND HILLS,MARUTI DEVELOPERS,"AUCKLAND HILLS, NEAR S. P. GENESIS SCHOOL B/H. RAGHAV BUNGLOWS, NEAR VICTORIA HEVAN SIGHT, HANSPURA Ahmedabad 382330",Mixed Development,auklandhills7879@gmail.com,9913491305,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09115/A1M/030322,Ahmedabad,29-09-2021
1175,KANAN RESIDENCY,DWARKESH DEVELOPERS,B -20 MATRUSHAKTI SOCIETY BAPUNAGAR INDIA COLONY ROAD THAKKAR NAGAR Ahmedabad 380024,Mixed Development,dwarkeshdevelopers2021@gmail.com,9909489246,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09400/011221,Ahmedabad,01-12-2021
1176,THE MANGO 2,DHARM INFRA,THE MANGO 2 NR KALASH PARTY PLOT S P RING ROAD HANSPURA Ahmedabad 382330,Mixed Development,themango2118@gmail.com,9510551992,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10119/290422,Ahmedabad,29-04-2022
1177,SHREEJI ELEGANCE,SHREEJI INFRA,"OFFICE NO 501,SHREEJI PLAZA B/S LAXMI SKY CITY NR DASTAN CIRCLE, S P RING ROAD Ahmedabad 382330",Mixed Development,shreejiinfra550@gmail.com,9925159550,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09508/201221,Ahmedabad,20-12-2021
1178,KRISH ICON,CAVALIER BUILDCON LLP,"FP NO. 37/1, NR. EVERGREEN PARTY PLOT, TP 406, BHADAJ DASKROI, AHMEDABAD Ahmedabad 380060",Mixed Development,cavalierbuildcon@gmail.com,9099929025,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09770/020222,Ahmedabad,02-02-2022
1179,EUREKA AVENUE,HET DEVELOPERS LLP,04 NANDAN CORPON GST CROSSING OPP GANESH KUNJ Ahmedabad 382480,Mixed Development,hetdevelopersrera@gmail.com,7383503091,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09229/261021,Ahmedabad,26-10-2021
1180,SHELADIA LUXURIA,SHELADIA BUILDSPACE LLP,"B-505-506, ONE WORLD CAPITAL, BESIDE RAJPATH CLUB, S.G.ROAD Ahmedabad 380054",Mixed Development,admin@sheladia.xyz,9909904242,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09251/291021,Ahmedabad,29-10-2021
1181,Setu Spire,SHREE SARJAN BUILDCON,"202, Shaswat Homes, Opp 42 Park View, Science City, Sola, Ahmedabad Ahmedabad 380060",Mixed Development,shreesarjanbuildcon@gmail.com,9909019096,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09154/111021,Ahmedabad,11-10-2021
1182,SHREE VASUNDHARA ROYAL-2,SAT SHREE DEVELOPERS,"223, ABC COMPLEX, OPP. RABARI COLONY B.R.T.S NR. BHARAT PARTY PLOT, AMRAIWADI Ahmedabad 380026",Mixed Development,shreevasundhararoyal2@gmail.com,9904479506,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09286/031121,Ahmedabad,03-11-2021
1183,SHIVANTA SKY,SHIV DEVELOPERS,OPP. HANSPURA RESIDENCY NARODA DEHGAM ROAD Ahmedabad 382330,Mixed Development,shivantasky@gmail.com,8401910010,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09491/A1M/030922,Ahmedabad,18-12-2021
1184,SHASHVAT ETERNIA,SHASHVAT BUILDCON,"11, Chansma Society, Part 2 Near Balolnagar Cross Road, Ranip Ahmedabad 382480",Mixed Development,shashvatrera1@gmail.com,9979848528,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09248/291021,Ahmedabad,29-10-2021
1185,SAMATVA CARNATION,SAMATVA CARNATION INFRA,"C 121, SOMESHWAR PARK 3, GATE NO 4, NEAR GULAB TOWER ROAD, THALTEJ, AHMEDABAD, GUJARAT Ahmedabad 380054",Mixed Development,samatvacarnation121@gmail.com,9825020864,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09279/031121,Ahmedabad,03-11-2021
1186,MADHAV ANANTA,SHYAMAJI DEVELOPERS,"Madhav Ananta Survy No 484 NR SWAPNIL BUNGLOW SINGARVA GAM KATHWADA, Ahmedabad 382430",Mixed Development,shyamajidevelopers@gmail.com,8141721647,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09526/231221,Ahmedabad,23-12-2021
1187,SAMPRIYA,DEV SPACE,"B 24, 2, DESHWALI SOCIETY, NEAR UMIYA HALL CHANDLODIYA, GHATLODIA Ahmedabad 382481",Mixed Development,devspace.ahm@gmail.com,8000855050,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09532/241221,Ahmedabad,24-12-2021
1188,SHREY ELYSIUM,S J REALTY,"B11, SHREE KRISHNA CENTER, MITHAKHALI, NAVRANGPURA, Ahmedabad 380009",Mixed Development,rera.shreyelysium@gmail.com,9328033999,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09739/280122,Ahmedabad,28-01-2022
1189,MANGALYA VATIKA,MADHURAM DEVELOPERS,"SHOP NO. 5, AARYAMAN RESIDENCY, NR. SHRIDHAR BUNGALOWS JIVAN TWINS ROAD, NIKOL Ahmedabad 382350",Mixed Development,madhuramdevelopersitr@gmail.com,9722222732,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09997/310322,Ahmedabad,31-03-2022
1190,AYMAN 52,AYMAN PROJECTS,"95/09, JAFRI TOWER, B/H TAGORE HALL, KOCHARAB, PALDI Ahmedabad 380006",Mixed Development,aymanprojects52@gmail.com,9825640143,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09462/141221,Ahmedabad,14-12-2021
1191,SARAL AARAMBH,SAI DEVELOPER,"3rd Floor, Sun Square, Visat Gandhinagar Highway, Sabarmati, Ahmedabad Ahmedabad 382424",Mixed Development,saralaarambh2021@gmail.com,9824382211,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09510/201221,Ahmedabad,20-12-2021
1192,Mahadev Imperial,Mahadev Infracon,"B-121, Jivan Park Society, Nr. Samrat Nagar, Isanpur, Ahmedabad Ahmedabad 382443",Mixed Development,mahadevimperialrera13@gmail.com,9979898260,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09190/141021,Ahmedabad,14-10-2021
1193,SHREEDHAR DREAM,SAHAJANAND BUILDCON,"Survey 173, FP 16/3, TP 112, House - 12, Sahajanand Baug, Nr. Satsangvilla B/h Madhav Farm, Vastral, Ahmedabad - 382418. Ahmedabad 382418",Mixed Development,shreedhardream@gmail.com,9925687086,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10272/060622,Ahmedabad,06-06-2022
1194,EKLINGJI SKYLIGHTS,EKLINGJI PROJECTS LLP,"D-005 ELENZA CREST, SINDHU BHAVAN ROAD, BODAKDEV Ahmedabad Ahmedabad 380058",Mixed Development,eklingjiskylight@gmail.com,9512754657,PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA09437/A1M/301224/311227,Ahmedabad,08-12-2021
1195,MANTHAN GREENS,DHAN INFRASTRUCTURE,"PLOT NO.228, 1165, OPP. SAVITANAGAR, BUBAN ROAD VATVA-VINZOL ROAD, VATVA Ahmedabad 382440",Mixed Development,dhaninfras@gmail.com,8160646640,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10184/120522,Ahmedabad,12-05-2022
1196,COPPER STONE SKY,RUDRA DEVELOPERS,"COPPER STONE SKY, NEAR ROYAL RIPOSE-2 B/H. INDIAN OIL PETROL PUMP, S.P. RING ROAD, BILASIYA Ahmedabad 382330",Mixed Development,copperstonesky2022@gmail.com,9925196177,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09446/091221,Ahmedabad,09-12-2021
1197,KADAM GREENS,KEDAR DEVELOPERS,"201, SHANTI ARCADE, OPP. JAY MANGAL BRTS BUS STOP 132 FT RING ROAD, NARANPURA Ahmedabad 380013",Mixed Development,kedardevelopers05@gmail.com,9825455728,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09438/081221,Ahmedabad,08-12-2021
1198,Shree Kunj Heights,Shree Kunj Developers,"Survey No. : 543/3/1, TP No. : 121, FP No . : 18/3/1 Shree Kunj Heights, Opp. Milan Park Society, Near GEB Office, Naroda-Dehgam Road, Nava Naroda Ahmedabad 380058",Mixed Development,shreekunjdevelopersrera@gmail.com,9898590839,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09365/241121,Ahmedabad,24-11-2021
1199,Sanskar Bungalows,MARUTI CONSTRUCTION,"4, Parimal Park Society Viramgam Ahmedabad 382150",Mixed Development,rera.sanskarbunglows@gmail.com,9825247744,PR/GJ/AHMEDABAD/VIRAMGAM/Viramgam Municipality/RAA09987/A1M/030524/311226,Ahmedabad,31-03-2022
1200,One 35,ALOK DEVELOPERS,"ONE 35, Beside Ashray Atulyam Opp. DPS Nilkanth Road, Shilaj Ahmedabad 380059",Mixed Development,rera.one35@gmail.com,9712224224,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09403/A1M/210923,Ahmedabad,02-12-2021
1201,Karnavati Apartment 6,RIDHAM ENTERPRISE,"Karnavati Corporate Office, Opp. Karnavati Appartment - 2, Nr. Karnavati Chowk - 1, Narol Ahmedabad 382440",Mixed Development,karnavati6rera@gmail.com,9924200980,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09520/A1M/170523,Ahmedabad,21-12-2021
1202,Naroda Sky,Nirgun Developer,"523, 5th Floor, Naroda Business Hub, Opp Satva Green Party Plot, Naroda, Ahmedabad Ahmedabad 382345",Mixed Development,nirgundeveloper@gmail.com,9913701967,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09383/301121,Ahmedabad,30-11-2021
1203,PRARTHNA ELEGANCE,PREKSHA BUILDCON,"76, Suyog 99 Bungalows, Opp. Meldimata Temple New Naroda, Ahmedabad - 382345 Ahmedabad 382345",Mixed Development,prekshabuildcon2020@gmail.com,9998268936,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09448/091221,Ahmedabad,09-12-2021
1204,Aastha Homes,Astha Infra,"310, Devnandan Mall, Opp. Sanyas Ashram, Ashram Road, Ahmedabad Ahmedabad 380007",Mixed Development,aasthainfra1313@gmail.com,6353589389,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09649/A1M/210923,Ahmedabad,31-12-2021
1205,ANSH AMANTA,ANSH INFRACON,"1, Aryaman Residency, Near Silaj GAM, Kalhar Road Bodakdev Ahmedabad 380054",Mixed Development,amantaansh00@gmail.com,9558801551,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09396/011221,Ahmedabad,01-12-2021
1206,Ashtavinayak Elegance,NARMADA INFRACON,"R.S. No. 323/1, 324/1/1 Ashtavinayak Elegance, Near Neelki Chokadi, Mendal Road, Viramgam Ahmedabad 382150",Mixed Development,narmadainfraconrera@gmail.com,8758755700,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/MAA09805/110222,Ahmedabad,11-02-2022
1207,Sharanya Altura,SHARANYA REALITY LLP,"R.S. No. 713, 808, 815, 810, F.P. No. 35+37+38+54, TPS No. 216 (Shilaj) B/s. Kaveri Soham Vistara, Near Shilaj Overbridge, SP Ring Road, Shilaj Ahmedabad 380059",Mixed Development,sharanyaalturarera@gmail.com,9879208522,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA09900/A1M/081124/311227,Ahmedabad,09-03-2022
1208,Auda Pmay Ews 2 Tp4a Fp 31,AHMEDABAD URBAN DEVELOPMENT AUTHORITY,"Sardar Vallabhbhai Patel Bhavan Usmanpura, Ashram Road, Ahmedabad 380014",Mixed Development,eo.amiapur.auda@gmail.com,9825801803,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA12013/280623,Ahmedabad,28-06-2023
1209,Radhe Lakeview 2,RADHE BUILDCON,"A1 JAY APPTS , BESIDE PRATIK TENAMENT INDIA COLONY ROAD , THAKKARBAPANAGAR Ahmedabad 382350",Mixed Development,radhelakeview2@gmail.com,9712580095,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09587/271221,Ahmedabad,27-12-2021
1210,Hir-Asha Sky,RAJ DEVELOPERS,"25, PANCHAMRUT BUNGLOWS PART - 1, OPP. CIMS HOSPITAL, SCIENCE CITY ROAD, SOLA, AHMEDABAD Ahmedabad 380060",Mixed Development,rajdevelopers021@gmail.com,9898445556,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09622/311221,Ahmedabad,31-12-2021
1211,ADHYAY,TITHI DEVELOPERS,"Survey No. - 675, F.P.- 168, Opp. Shalvin Industrial Estate, B/H. Singarva Lake On 100ft & 60ft Corner Road, Singarva Gam, Singarva, Ahmedabad 382430",Mixed Development,tithi.singarva@gmail.com,9714697394,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09483/171221,Ahmedabad,17-12-2021
1212,SHIVAM HEIGHTS,SHIVAM BUILDCON,"SHIVAM HEIGHTS, OPP AKSHAR VILLA SIDDHI ROAD, LAMBHA Ahmedabad 382405",Mixed Development,shivambuildcon20@gmail.com,9099805410,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09573/261221,Ahmedabad,26-12-2021
1213,VRAJ VATIKA 3,HR BLUVIAN INFRA,"16, GOPAL CHARAN BUNGLOWS, NR. ARPAN SCHOOL NIRANT CROSS ROAD Mahadev Nagar Tekra, Vastral Ahmedabad 382418",Mixed Development,vrajvatikarera03@gmail.com,9978888884,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10151/050522,Ahmedabad,05-05-2022
1214,SHYPRAM PARISAR,SHYPRAM CORPORATION,"11, SUNDARAM ARCADE NEAR SUKAN MALLA, SCIENCE CITY ROAD Ahmedabad 380061",Mixed Development,shypramparisar@gmail.com,9824166744,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09474/151221,Ahmedabad,15-12-2021
1215,MYCO AKEELAH,MYCO INFRASTRUCTURE LLP,"49/3, TP 85, NEAR LOKHANDWALA PARTY PLOT, SURVEY NO.: 593, SARKHEJ Ahmedabad 380055",Mixed Development,mycoakeelahrera2021@gmail.com,9227440066,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09724/200122,Ahmedabad,20-01-2022
1216,Meridian Skyiew,ADITYA BUILDCON,"203, Platinum Plaza, Opp. Pavilion Mall, Nikol Ahmedabad 382350",Mixed Development,adityabuildconrera@gmail.com,7405408100,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09499/181221,Ahmedabad,18-12-2021
1217,Airan Shela 24,AIRAN DEVELOPER,"Survey no 158 FP No 124 Opp Shanti Business School, Shela Ahmedabad 380058",Mixed Development,rera.airanshela24@gmail.com,8128331162,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09583/271221,Ahmedabad,27-12-2021
1218,AAKRUTI STATUS 2,AROMA REALTIES LIMITED,"UG 1-2-3, MILESTONE BUILDING, NR.DRIVE IN CINEMA , THALTEJ, MEMNAGAR, AHMEDABAD Ahmedabad 380052",Mixed Development,aakrutistatus2@gmail.com,9809808811,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10040/180422,Ahmedabad,18-04-2022
