Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Media Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date,Price trends
Provident Sunworth City,PROVIDENT HOUSING LIMITED,"Near Mysore Road, Nyce Juction, Kumbalgodu, Mysore-Bangalore Road, Bangalore",₹8.26 K/sq.ft,"Mar, 2028",623 - 1287 sq.ft.,59 Acres (75% open),PRM/KA/RERA/1251/310/PR/190529/002585,,1440,"2, 3 BHK Apartments",12,"Cricket Pitch, Gazebo, Skating Rink, Fountains, Table Tennis, Medical Store/Pharmacy, Medical Facilities, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, +48 more",Not Found,Not Found,Not Found,0,2008,77,"Established in 2008, Provident Housing Limited is a large-scale community developer, offering the greatest value within the residential segment. The company caters to the diverse residential needs of buyers, with a focus on aspirational home ownership. Provident Housing carries a portfolio of remarkable residential developments across 9 cities, namely, Bengaluru, Kochi, Mumbai, Goa, Hyderabad, Mangalore, Chennai, Coimbatore, and Pune.
16+ Years of Trust
50,000+ Happy Customers
12.8 Mn Sq.Ft. Delivered
9 Cities
12,500+ Homes Delivered
11,000+ Homes in the Making",Under Construction,"Jan, 2013",₹6.1K/sq.ft
Prestige Park Grove,PRESTIGE PROJECTS PVT LTD,"Whitefield Hope Farm Junction, Bangalore East , Bangalore",₹14.7 K/sq.ft,"Jun, 2028",658 - 4170 sq.ft.,78 Acres,PRM/KA/RERA/1251/446/PR/100823/006141,,,"1, 2, 3, 4 BHK Apartment,Villas",12,"Amphitheater, Cricket Pitch, Tennis Court, Spa, Skating Rink, Swimming Pool, Landscaping & Tree Planting, Mini Theatre, Fire Fighting System, Gymnasium, Car Parking, +22 more",Not Found,Not Found,Not Found,0,1986,219,"Over the last decade, the Prestige Group has firmly established itself as one of the leading and most successful developers of real estate in India by imprinting its indelible mark across all asset classes. Founded in 1986, the group’s turnover is today in excess of Rs 3518 Cr (for FY 15); a leap that has been inspired by CMD Irfan Razack and marshaled by his brothers Rezwan Razack and Noaman Razack. As of 30th June 2020, the group has completed 247 projects covering 134 million sft, and currently has 45 ongoing projects covering over 53 million sft, 56 mn sft of upcoming projects, and holds a land bank of 262 acres with potential developable area of 27 mn sft. The Market Capital of the company as on 30 June 2020 is INR 84,021 Mn. The group’s turnover for the quarter ended June 30, 2020 is INR 12,963 Mn.",Under Construction,,₹15.2K/sq.ft
Spirit Of One,SKANDAAVANI SHELTERS PVT LTD,"Sy No. 35/1, 35/2 And 36/1(P), Balegere, Varthur, Bangalore East , Bangalore",₹7.38 K/sq.ft,"Sep, 2024",2200 - 3000 sq.ft.,4.64 Acres,PRM/KA/RERA/1251/309/PR/210222/004723,,80,"3, 4 BHK Villas",10,"Partial Power Backup, Amphitheater, Jogging Track, Swimming Pool, Indoor Games, Badminton Court, Rain Water Harvesting, 24x7 Security, Gymnasium, Club House",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Ready to Move,"Feb, 2022",Not Found
Esteem South Park,ESTEEM GROUP,"Bannerghatta Main Road, Gottigere, South Bangalore, Bangalore",₹10.6 K/sq.ft,"Aug, 2026",814 - 1211 sq.ft.,4 Acres,"PRM/KA/RERA/1251/310/PR/090523/005912, PRM/KA/RERA/1251/310/PR/090523/005916",,410,"2, 2.5 BHK Apartments",12,"Waiting Lounge, Cricket Pitch, Sauna Bath, Spa, Skating Rink, Swimming Pool, Open Gym, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Table Tennis, +37 more",Not Found,Not Found,Not Found,0,1981,32,"Esteem group is one of bangalore’s leading real estate developers building premier residential, commercial and retail projects. Living up to its credo of giving customers ‘a wise investment in every square foot’, esteem group has delivered over 2000 homes and 3 million square feet in the best neighbourhoods across bangalore.",Under Construction,"Jun, 2023",₹8.8K/sq.ft
Purva Park Hill Wing A,PURAVANKARA LIMITED,"Survey No. 19 Mallasandra, Village Uttarahalli Hobli, Kankanpura, Kanakpura Road-Kanakpura, Bangalore",₹12.13 K/sq.ft,"Dec, 2027",1748 - 1938 sq.ft.,0.69 Acres (80% open),PRM/KA/RERA/1251/310/PR/220601/004946,,123,3 BHK Apartment,12,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Swimming Pool, Fire Sprinklers, Lift(s), Landscaping & Tree Planting, Table Tennis, Badminton Court, Fire Fighting System, Squash Court, +12 more",Not Found,Not Found,Not Found,0,1975,116,"Purva Land, launched in 2021, is the dedicated arm of Puravankara Ltd. for plotted development projects. By providing the ever-appreciating benefits of land, the company aims to be India’s only aspirational plotted brand by developing themed-based communities with high-quality infrastructure and an unmatched living experience.",Under Construction,"Jun, 2022",₹10.7K/sq.ft
Lodha Azur,LODHA GROUP,"Begur Village, Hobli, South Bangalore, Bangalore",₹13 K/sq.ft,"Apr, 2028",1950 - 3060 sq.ft.,0.64 Acres (80% open),PRM/KA/RERA/1251/310/PR/220324/006728,,550,"3, 3.5, 4 BHK Apartments",12,"Swimming Pool, Pet Grooming, Fire Sprinklers, Landscaping & Tree Planting, Table Tennis, Kid's Pool, Gymnasium, 24X7 Water Supply, Car Parking, Jogging Track, Multipurpose Room, +15 more",Not Found,Not Found,Not Found,0,1980,510,"Developer Profile
Lodha Group is among the foremost real estate developers in Mumbai. Established in 1980, the developer etched its name in the history by recording one of the biggest land deal in India when it purchased a plot in Wadala worth Rs 4,053 crore from the Mumbai Metropolitan Region Development Authority (MMRDA). It has also been rated as a profitable real estate player and the largest by sales for three consecutive years apart from being endowed with awards for marketing excellence.",Under Construction,"Mar, 2024",₹12.8K/sq.ft
Godrej Woodland,GODREJ PROPERTIES LTD.,"Hoskote, Old Madras Road, Bangalore",₹5.55 K - 10.86 K/sq.ft,₹5.55 K - 10.86 K/sq.ft,900 - 3189 sq.ft.,,,,,Residential Plots,12,"Amphitheater, Cricket Pitch, Gazebo, Vastu Compliant, Electrification(Transformer, Solar Energy etc), Water Softner Plant, Concierge Service, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, +47 more",Not Found,Not Found,Not Found,0,1990,298,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths",Under Construction,"Feb, 2021",Not Found
Amrutha Platinum Towers,AMRUTHA RAMA CONSTRUCTIONS PVT LTD,"Survey No.51, Nallurahalli Main Rd, beside Balaji Layout, Siddapura, Whitefield, Bangalore East, Bangalore East , Bangalore",₹10.22 K/sq.ft,"Jul, 2024",1006 - 1636 sq.ft.,2.29 Acres,PRM/KA/RERA/1251/446/PR/180420/001525,,,"2, 2.5, 3 BHK Apartments",12,"Children's Play Area, Security Cabin, Swimming Pool, Lift(s), Party Hall, Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System, Sun Deck, Car Parking, +8 more",Not Found,Not Found,Not Found,0,1,Not Found,Amrutha Rama Constructions Pvt Ltd,Ready to Move,"Apr, 2020",₹9.9K/sq.ft
Sumadhura Folium Phase lll,SUMADHURA INFRACON PVT LTD,"Whitefield, Bangalore East , Bangalore",₹21.03 K/sq.ft,"Dec, 2026",187 - 1645 sq.ft.,2.7624 Acres,PRM/KA/RERA/1251/446/PR/141223/006468,,200,"1, 3, 4 BHK Apartments",12,"Reflexology Park, Swimming Pool, Open Gym, Lift(s), Water Storage, 24x7 CCTV Surveillance, Community Hall, Indoor Games, Piped Gas Connection, 24x7 Security, Power Backup, +2 more",Not Found,Not Found,Not Found,0,1998,53,"Sumadhura Infracon Pvt Ltd is a name that resonates among the prominent residential and commercial developers in Bangalore, India. Their ability to deliver on-time luxurious and affordable housing projects in Bangalore has ensured a continual interest from their customers. Their expertise in acquisition of land, appointment of architects and designers, construction, sales to after sales service, has helped them to be counted among Bangalore's forerunners in Real Estate development. The company's vision to continuously expand the role of a leading developer in the construction industry by building lasting relationships with our clientele and all concerned on the foundations of performance, trust and confidence. And its mission is to develop quality properties based on realistic values for its owners, investment affiliates, as well as its joint venture partners. It is an enterprise that maintains the highest level of personnel support and skilled professionals for an enjoyable environment.",Under Construction,"Oct, 2023",₹10.3 K/sq.ft
Adarsh Welkin Park,ADARSH DEVELOPERS,"Sarjapur Road, South Bangalore, Bangalore",₹11.91 K - 16.76 K/sq.ft,₹11.91 K - 16.76 K/sq.ft,663 - 3488 sq.ft.,13.69 Acres,PRM/KA/RERA/1251/308/PR/020923/006224,,,"2, 2.5, 3, 4 BHK Apartment,Villas",12,"Amphitheater, Volleyball Court, Cricket Pitch, Skating Rink, Vastu Compliant, Fire Sprinklers, Table Tennis, Kid's Pool, 24X7 Water Supply, Car Parking, Senior Citizen Siteout, +39 more",Not Found,Not Found,Not Found,0,1988,53,"Adarsh Developers is one of the oldest and leading builders in the construction Industry. The journey, spanning over two decades has been a heartening understanding for them. They always thought that a home should be a reflection of the resident’s desire, whether it is an apartment or a villa, to give every home a different feel. Since the inception, their sole ambition is to provide qualitatively advanced residences to their customers. With their first project itself, they have set some very high standards. Adarsh Developers is still a young, dynamic and trustworthy builder that you can rely on.",Under Construction,"Jun, 2023",₹9.7 K/sq.ft
Casagrand Flamingo,CASAGRAND BUILDER PRIVATE LIMITED,"Sy No 50, Haralukunte Village, Begur Hobli, HSR Layout, South Bangalore, Bangalore",Not Found,"Jul, 2026",1700 - 2443 sq.ft.,2.7 Acres (77% open),PRM/KA/RERA/1251/310/PR/041023/006307,,218,"3, 4 BHK Apartments",12,"Waiting Lounge, Amphitheater, Cricket Pitch, Reflexology Park, Swimming Pool, Skating Rink, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Footpaths/Pedestrian, Fire Fighting System, Gymnasium, +27 more",Not Found,Not Found,Not Found,0,2004,159,"Casagrand Builder Private Limited is a real estate enterprise committed to building aspirations and delivering value. In the last fifteen years, we have developed over 22 million sqft of prime residential real estate across Chennai, Bengaluru, and Coimbatore. Over 18,250 happy families across 112+ landmark properties stand testimony to our commitment. In the sixteenth year of our journey, we at Casagrand are all set to progress further forward with projects worth over Rs. 8000 crores in the pipeline.",Under Construction,"Oct, 2023",₹12.7K/sq.ft
Venky VKK Grand,VENKY KARTHIK GROUP,"Horamavu, Bangalore",Not Found,"Jun, 2026",779 - 1159 sq.ft.,1.37 Acres,PRM/KA/RERA/1251/446/PR/090125/007371,,120,"2, 3 BHK Apartments",8,"24X7 Water Supply, Street Lighting, Storm Water Drains, Internal Roads & Footpaths, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Energy management, Sewage Treatment Plant",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Nov, 2024",₹5.7 K/sq.ft
Concorde Opus II,CONCORDE HOUSING CORPORATION PVT. LTD.,"Tharalu, Kanakpura Road-Kanakpura, Bangalore",₹4.74 K - 5.13 K/sq.ft,₹4.74 K - 5.13 K/sq.ft,847 - 2474 sq.ft.,,,,,Residential Plots,12,"Amphitheater, Cricket Pitch, Gazebo, Reflexology Park, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Table Tennis, Water Conservation, Rain water Harvesting, Mini Theatre, Footpaths/Pedestrian, +32 more",Not Found,Not Found,Not Found,0,1998,39,"The Concorde Group was set up in 1998 with a vision to create sustainable values for stakeholders and deliver customer delight. In almost 2 decades, the company has developed over 20 million square feet of real estate space, consistently delivering satisfaction to its customers through its innovative offerings and professionalism in every aspect of its dealings.",Under Construction,"Apr, 2023",Not Found
