XID,Registration Number,Apartment Type,Block Number,Carpet Area (In sq. meters),Area of Exclusive Balcony (In sq. meters),Area of Exclusive Verandah (In sq. meters),Area of Exclusive Terrace (In sq. meters),Area of Exclusive Store (In sq. meters),Any Other Area (In sq. meters),Proposed Number of Apartments,
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T1_101-1201),,59.21,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T1_105-1205),,59.21,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T1_106-1206),,59.21,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T2_104-1204),,59.24,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T2_105-1205),,59.24,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T3_101-1201),,59.26,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T3_102-1202),,59.24,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 1- (T3_106-1206),,59.13,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 2- (T1_102-1202),,59.21,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-L_TYPE 3- (T1_103-1203),,59.01,3.98,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-S_TYPE 1- (T2_101-1201),,48.92,2.21,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-S_TYPE 1- (T2_102-1202),,48.71,2.21,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-S_TYPE 1- (T2_103-1203),,48.74,2.21,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-S_TYPE 1- (T2_106-1206),,48.74,2.21,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-S_TYPE 2 -(T1_104-1204),,48.74,2.21,0,0,0,0,12,0
r289027,RAJ/P/2017/202,2BHK-S_TYPE 2- (T2_107-1207),,48.7,2.21,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 1- (T5_101-1201),,84.5,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 1- (T6_101-1201),,84.5,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 1- (T6_102-1202),,84.53,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 1- (T7_104-1204),,84.53,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 2- (T5_104-1204),,84.51,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 2- (T7_101-1201),,84.53,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 2- (T7_102-1202),,84.53,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 2- (T7_103-1203),,84.53,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 3- (T6_103-1203),,84.61,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-L_TYPE 3- (T6_104-1204),,84.64,5.32,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-P- (T4_101-1201),,96.09,7.73,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-P- (T4_106-1206),,96.09,7.73,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-P-(T5_102-1202),,96.14,7.73,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-P-(T5_103-1203),,96.14,7.73,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-S- (T3_103-1203),,74.28,3.82,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-S- (T3_104-1204),,74.34,3.82,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-S- (T3_105-1205),,74.34,3.82,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-S- (T4_102-1202),,74.25,3.82,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-S- (T4_103-1203),,74.34,3.82,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-S- (T4_104-1204),,74.34,3.82,0,0,0,0,12,0
r289027,RAJ/P/2017/202,3BHK-S- (T4_105-1205),,74.25,3.82,0,0,0,0,12,0
r289027,RAJ/P/2017/202,Shop 1,,36.11,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,SHOP 10,,31.41,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,SHOP 11,,21.94,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,SHOP 12,,31.76,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,Shop 2,,17.38,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,Shop 3,,17.22,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,Shop 4,,17.14,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,shop 5,,17.38,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,Shop 6,,36.48,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,Shop 7,,36.47,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,SHOP 8,,17.38,0,0,0,0,0,1,0
r289027,RAJ/P/2017/202,SHOP 9,,16.88,0,0,0,0,0,1,0
r290017,RAJ/P/2017/164,"Unit No. 101, 201, 301, 401, 501, 601, 701, 801, 901, 1001, 1101, 1201, 1301",Block - 1,37.85,6.02,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r290017,RAJ/P/2017/164,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Unit No. 102, 202, 302, 402, 502, 602, 702, 802, 902, 1002, 1102, 1202, 1302",Block - 1,37.82,6,0,0,0,0,13,12
r290017,RAJ/P/2017/164,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r290017,RAJ/P/2017/164,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Unit No. 103, 203, 303, 403, 503, 603, 703, 803, 903, 1003, 1103, 1203, 1303",Block - 1,28.23,5.77,0,0,0,0,13,11
r290017,RAJ/P/2017/164,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r290017,RAJ/P/2017/164,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r290017,RAJ/P/2017/164,"Unit No. 105, 205, 305, 405, 505, 605, 705, 805, 905, 1005, 1105, 1205, 1305",Block - 1,28.22,5.71,0,0,0,0,13,11
r290017,RAJ/P/2017/164,"Unit No. 107, 207, 307, 407, 507, 607, 707, 807, 907, 1007, 1107, 1207, 1307",Block - 1,28.34,5.66,0,0,0,0,13,9
r290017,RAJ/P/2017/164,"Unit No. 108, 208, 308, 408, 508, 608, 708, 808, 908, 1008, 1108, 1208, 1308",Block - 1,38.36,6.13,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit no. 104, 106, 204, 206, 304, 306, 404, 406, 504, 506, 604, 606, 704, 706, 8",Block - 1,28.03,2.78,0,0,0,0,26,19
r290017,RAJ/P/2017/164,"Unit No. 116, 216, 316, 416, 516, 616, 716, 816, 916, 1016, 1116, 1216, 1316",Block - 1,37.85,7.73,0,0,0,0,13,11
r290017,RAJ/P/2017/164,"Unit no. 117, 120, 217, 220, 317, 320, 417, 420, 517, 520, 617, 620, 717, 720, 8",Block - 1,28.03,3.49,0,0,0,0,26,21
r290017,RAJ/P/2017/164,"Unit no. 118, 218, 318, 418, 518, 618,718, 818, 918, 1018, 1118, 1218, 1318",Block - 1,28.22,7.39,0,0,0,0,13,11
r290017,RAJ/P/2017/164,"Unit no. 119, 219, 319, 419, 519, 619,719, 819, 919, 1019, 1119, 1219, 1319",Block - 1,28.22,7.33,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit no. 121, 221, 321, 421, 521, 621, 721, 821, 921, 1021, 1121, 1221, 1321",Block - 1,40.38,7.73,0,0,0,0,13,12
r290017,RAJ/P/2017/164,"Unit no. 122, 222, 322, 422, 522, 622, 722, 822, 922, 1022, 1122, 1222, 1322",Block - 1,36.99,7.73,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit no. 123, 223, 323, 423, 523, 623, 723, 823, 923, 1023, 1123, 1223, 1323",Block - 1,37.8,11.62,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit no. 124, 224, 324, 424, 524, 624, 724, 824, 924, 1024, 1124, 1224, 1324",Block - 1,38.25,6.95,0,0,0,0,13,12
r290017,RAJ/P/2017/164,"Unit no. 125, 225, 325, 425, 525, 625, 725, 825, 925, 1025, 1125, 1225, 1325",Block - 1,37.47,10.03,0,0,0,0,13,12
r290017,RAJ/P/2017/164,"Unit No. 109, 209, 309, 409, 509, 609, 709, 809, 909, 1009, 1109, 1209, 1309",Block - 2,38.35,6.13,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit no. 110, 111, 210, 211, 310, 311, 410, 411, 510, 511, 610, 611, 710, 711, 8",Block - 2,38.29,6.13,0,0,0,0,25,25
r290017,RAJ/P/2017/164,"Unit No. 112, 212, 312, 412, 512, 612, 712, 812, 912, 1012, 1112, 1212, 1312",Block - 2,37.34,6.75,0,0,0,0,12,12
r290017,RAJ/P/2017/164,"Unit No. 113 A, 213 A, 313 A, 413 A, 513 A",Block - 2,48.93,13.86,0,0,0,0,5,5
r290017,RAJ/P/2017/164,"Unit No. 113 B, 213 B, 313 B, 413 B, 513 B",Block - 2,45.08,10.28,0,0,0,0,5,5
r290017,RAJ/P/2017/164,"Unit No. 114 A, 214 A, 314 A, 414 A, 514 A, 614 A, 714 A, 814 A, 914 A, 1014 A,",Block - 2,47.43,8.28,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit No. 114 B, 214 B, 314 B, 414 B, 514 B, 614 B, 714 B, 814 B, 914 B, 1014 B,",Block - 2,28.73,3.75,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit No. 115 A, 215 A, 315 A, 415 A, 515 A, 615 A, 715 A, 815 A, 915 A, 1015 A,",Block - 2,28.4,3.75,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit No. 115 B, 215 B, 315 B, 415 B, 515 B, 615 B, 715 B, 815 B, 915 B, 1015 B,",Block - 2,47.39,8.28,0,0,0,0,13,13
r290017,RAJ/P/2017/164,"Unit no. 613, 713, 813, 913, 1013, 1113, 1213",Block - 2,94.01,24.14,0,0,0,0,7,5
r290017,RAJ/P/2017/164,"Unit no. 126 to 131, 134, 136 to 139, 226 to 231, 234, 236 to 239, 326 to 331, 3",Block - 3,28.47,6.87,0,0,0,0,132,127
r290017,RAJ/P/2017/164,Unit no. 1311,Block - 3,42.78,59.82,0,0,0,0,1,0
r290017,RAJ/P/2017/164,Unit no. 1313,Block - 3,51.13,55.71,0,0,0,0,1,0
r290017,RAJ/P/2017/164,"Unit no. 132, 133, 232, 233, 332, 333, 432, 433, 532, 533, 632, 633, 732, 733, 8",Block - 3,28.44,6.87,0,0,0,0,24,24
r290017,RAJ/P/2017/164,Unit no. 1326,Block - 3,20.95,54.92,0,0,0,0,1,0
r290017,RAJ/P/2017/164,Unit no. 1327,Block - 3,21.13,54.22,0,0,0,0,1,0
r290017,RAJ/P/2017/164,Unit no. 1328,Block - 3,21.26,54.15,0,0,0,0,1,0
r290017,RAJ/P/2017/164,Unit no. 1329,Block - 3,23.58,48.49,0,0,0,0,1,0
r290017,RAJ/P/2017/164,Unit no. 1330,Block - 3,26.99,6.4,0,0,0,0,1,0
r290017,RAJ/P/2017/164,Unit no. 1331,Block - 3,35.41,57.28,0,0,0,0,1,0
r290017,RAJ/P/2017/164,Unit no. 1332,Block - 3,37,43.5,0,0,0,0,1,0
r290017,RAJ/P/2017/164,"Unit no. 135, 235, 335, 435, 535, 635, 735, 835, 935, 1035, 1135, 1235",Block - 3,28.47,6.88,0,0,0,0,12,12
r290017,RAJ/P/2017/164,"Unit no. 140, 240, 340, 440, 540, 640, 740, 840, 940, 1040, 1140, 1240",Block - 3,28.48,6.87,0,0,0,0,12,10
r290017,RAJ/P/2017/164,"Unit no. 141, 241, 341, 441, 541, 641, 741, 841, 941, 1041, 1141, 1241",Block - 3,28.55,5.36,0,0,0,0,12,11
r290017,RAJ/P/2017/164,"Unit no. 142, 242, 342, 442, 542, 642, 742, 842, 942, 1042, 1142, 1242",Block - 3,28.53,5.39,0,0,0,0,12,12
r290017,RAJ/P/2017/164,"Unit no. 143, 243, 343, 443, 543, 643, 743, 843, 943, 1043, 1143, 1243",Block - 3,28.54,5.39,0,0,0,0,12,12
r290017,RAJ/P/2017/164,"Unit no. 144, 244, 344, 444, 544, 644, 744, 844, 944, 1044, 1144, 1244",Block - 3,37.64,5.99,0,0,0,0,12,11
r290017,RAJ/P/2017/164,"Unit no. 145, 245, 345, 445, 545, 645, 745, 845, 945, 1045, 1145, 1245",Block - 3,37.71,6.21,0,0,0,0,12,11
r290017,RAJ/P/2017/164,"Unit no. 146, 246, 346, 446, 546, 646, 746, 846, 946, 1046, 1146, 1246",Block - 3,37.64,6.21,0,0,0,0,12,12
r290017,RAJ/P/2017/164,"Unit no. 147, 148, 247, 248, 347, 348, 447, 448, 547, 548, 647, 648,747, 748, 8",Block - 3,28.43,5.35,0,0,0,0,24,22
r290017,RAJ/P/2017/164,"Unit no. 149, 249, 349, 449, 549, 649, 749, 849, 949, 1049, 1149, 1249",Block - 3,28.48,5.36,0,0,0,0,12,11
r290017,RAJ/P/2017/164,"Unit no. 150, 250, 350, 450, 550, 650, 750, 850, 950, 1050, 1150, 1250",Block - 3,28.3,3.45,0,0,0,0,12,12
r290017,RAJ/P/2017/164,"Unit no. 151, 251, 351, 451, 551, 651, 751, 851, 951, 1051, 1151, 1251",Block - 3,28.19,3.56,0,0,0,0,12,12
r290979,RAJ/P/2017/169,RESIDENCIAL CUM COMMECIAL,,17662.26,2036.42,0,0,0,0,444,52
r290979,RAJ/P/2017/169,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r290979,RAJ/P/2017/169,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,RESIDENCIAL CUM COMMECIAL,,10666.67,1500.77,0,0,0,0,112,34
r290979,RAJ/P/2017/169,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r290979,RAJ/P/2017/169,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,RESIDENCIAL CUM COMMECIAL,,15341.32,1747.32,0,0,0,0,435,266
r290979,RAJ/P/2017/169,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r290979,RAJ/P/2017/169,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r290979,RAJ/P/2017/169,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r9530,RAJ/P/2017/157,1 BHK,,39.57,8.04,0,0,0,0,112,112
r9530,RAJ/P/2017/157,1 BHK,,39.57,8.04,0,0,0,0,112,107
r9530,RAJ/P/2017/157,1 BHK,,39.57,8.04,0,0,0,0,112,112
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,81
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,81
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,80
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,81
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,75
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,77
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,78
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,55
r9530,RAJ/P/2017/157,2 BHK,,73.54,12.36,0,0,0,0,84,1
r9530,RAJ/P/2017/157,3 Bhk,,92.05,14.45,0,0,0,0,56,50
r9530,RAJ/P/2017/157,3 Bhk,,92.05,14.45,0,0,0,0,56,51
r9530,RAJ/P/2017/157,3 Bhk,,92.05,14.45,0,0,0,0,56,1
r9530,RAJ/P/2017/157,3 Bhk,,92.05,14.45,0,0,0,0,56,2
r9530,RAJ/P/2017/157,3 BHK,,92.05,14.45,0,0,0,0,56,16
r267693,RAJ/P/2017/213,3BHK (ABLOCK),Block - 1,97.78,15.46,0,0,0,0,60,49
r267693,RAJ/P/2017/213,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view
Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any) view
Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,
r267693,RAJ/P/2017/213,"Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,,
r267693,RAJ/P/2017/213,"Electrical Drawings (Showing Electrical Legend, Floor Lighting Plan, Floor Power Plan, Single Line Diagram, Fire Alarm Layout, Floor Sound System and CCTV Camera, Equivalency Chart, Lightening Protection Earthing Details, if any)",view,,,,,,,,
r267693,RAJ/P/2017/213,"Plumbing Drawings (Showing pipelines of W/S, fixtures, tape, W/C, water tank, sewerage line, drainage lines, if any)",view,,,,,,,,
r267693,RAJ/P/2017/213,shop 1,Block - 1,33.67,0,0,0,0,0,1,0
r267693,RAJ/P/2017/213,"Document Name View
Floor Plan (Door, windows, rooms, LB, Kitchen, if any) view","Floor Plan (Door, windows, rooms, LB, Kitchen, if any)",view,,,,,,,
