Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
795,LIG TP 16 FP 146 VASNA MMGY,VADODARA MUNICIPAL CORPORATION,"Affordable Housing Dept, Office of Executive Engineer, Raopura Kanyashala No.03, Raopura, Vadodara-390 001 Vadodara 390001",Residential/Group Housing,reravmc134@gmail.com,9427600961,PR/GJ/VADODARA/VADODARA/Others/RAA03404/120918,Vadodara,12-09-2018
796,ORCHID HEAVEN,GOYAL SAFAL DEVELOPERS,"10TH FLOOR,COMMERCE HOUSE-IV,100 FT ROAD BESIDE SHELL PETROL PUMP,PRAHLADNAGAR Ahmedabad 380015",Residential/Group Housing,orchidlegacy.rera@gmail.com,8980013923,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00080/050917,Ahmedabad,05-09-2017
797,ORCHID HEIGHTS,GOYAL SAFAL DEVELOPERS,"10TH FLOOR,COMMERCE HOUSE-IV,100 FT ROAD BESIDE SHELL PETROL PUMP,PRAHLADNAGAR Ahmedabad 380015",Residential/Group Housing,orchidlegacy.rera@gmail.com,8980013923,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00076/050917,Ahmedabad,05-09-2017
798,Suvarnam heights,R.P.associates,52 anirudhdha society Kiran park circle wadaj Ahmedabad 380013,Residential/Group Housing,rp.associates_1@yahoo.in,9825061238,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01793/EX1/261218,Ahmedabad,28-02-2018
799,OM RESIDENCY,OM CORPORATION,"OMREIDNY, nr kirtidham Society Op Nillkanth Villa, Vavol Gandhinagar 382016",Residential/Group Housing,shaileshgol3222@gmail.com,9723828856,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA01830/030318,Gandhinagar,03-03-2018
800,White heaven,White Heaven Enterprises,White heaven 60 Feet Road Opp Sunshine college Kalawad Road Mota Mova Rajkot 360005,Residential/Group Housing,whiteheavenenterprise@gmail.com,9426460615,PR/GJ/RAJKOT/RAJKOT/Others/RAA00547/271017,Rajkot,27-10-2017
801,SHIVAAY FLATS,SHIVAAY REALTY,"21 Riviera-2, beside Bright School vadodara-391410 Vadodara 391410",Residential/Group Housing,shivaayrealty9@gmail.com,9099999958,PR/GJ/VADODARA/VADODARA/Others/RAA05579/190619,Vadodara,19-06-2019
802,AADHYA DIVINE,TULSI REALITY,"BH. PRANAV BUNGLOWS BH. DASHALAD BHAVAN , AJWA WAGHODIA RING ROAD Vadodara 390019",Residential/Group Housing,aadhyadivine@gmail.com,9428300932,PR/GJ/VADODARA/VADODARA/Others/RAA02349/120418,Vadodara,12-04-2018
803,KUSUM HIEGHTS,R M Enterprise,"H-35, GREEN CITY, THAKORBHAI NI WADI, B/H PARSI MOHALLO, PAL, BHATHA, Surat 394510",Residential/Group Housing,akshatmaruti@gmail.com,9712905454,PR/GJ/SURAT/CHORASI/SUDA/RAA01948/EX2/210120,Surat,09-03-2018
804,Siddhi 4,Shree Vinayak Developers,"Shree Vinayak Developers, Tirupatinagar, 150 Ft. Ring Road, Rajkot 360004",Residential/Group Housing,manishvakharia28@gmail.com,9825406539,PR/GJ/RAJKOT/RAJKOT/Others/RAA01825/030318,Rajkot,03-03-2018
805,Pushp Sandhya Appartment,Deep Developers,"Om Reality, Anand Bhuvan Building, Nr. VinodbhaiSheth Hall, Kothariya Main Road, Rajkot 360002",Residential/Group Housing,deepdeveloperswork@gmail.com,9825420713,PR/GJ/RAJKOT/RAJKOT/Others/RAA04452/261218,Rajkot,26-12-2018
806,Aastha Village,VASTU DEVELOPERS,"303, NAKSHTRA-1,150 FEET RING ROAD, NEAR AMINMARG CROSSING Rajkot 360005",Residential/Group Housing,ghadiyavinod1@gmail.com,9825673611,PR/GJ/RAJKOT/LODHIKA/Others/RAA02208/310318,Rajkot,31-03-2018
807,shayona peak,SHAYONA LAND CORPORATION,101 OM SHAYONA ARCADE NEAR SILVER OAK UNIVERSITY GOTA Ahmedabad 382481,Residential/Group Housing,rajnikant@shayona.co.in,9825096722,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01951/090318,Ahmedabad,09-03-2018
808,R K ELEGANCE,VENUS ASSOCIATES,R K ELEGANCE KANKOT SURVEY NO 15 OPP NYARI DAM NEAR SITAVAN KALAWAD ROAD RAJKOT Rajkot 360001,Residential/Group Housing,reravenus@gmail.com,9727560999,PR/GJ/RAJKOT/RAJKOT/Others/RAA04500/281218,Rajkot,28-12-2018
809,RAJHANS PLATINUM RESIDENCY,RAJHANS INFRABUILD LLP,"1004-1014, Royal trade center opp. Star Bazar, Pal Hazira Road, Adajan Surat 395009",Residential/Group Housing,info@rajhansplex.com,9374533444,PR/GJ/SURAT/SURAT CITY/SUDA/RAA00247/250917,Surat,25-09-2017
810,SUPAN SOLITAIRE,ADESHWAR DEVELOPERS,"A-10, RAVI ESTATE, RUSTAM MILL COMPOUND, DUDHESHVAR ROAD, AHMEDABAD Ahmedabad 380004",Residential/Group Housing,ankurbsheth2000@gmail.com,9825100320,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00526/251017,Ahmedabad,25-10-2017
811,Samyag Bungalows,PARSHVA NIRMAN PRIVATE LIMITED,"406, ONYX, Akshar Chowk Vadodara 390020",Residential/Group Housing,accounts@parshva.in,9426348091,PR/GJ/VADODARA/VADODARA/Others/RAA02723/230518,Vadodara,23-05-2018
812,Samyag Apartments,PARSHVA NIRMAN PRIVATE LIMITED,"406, ONYX, Akshar Chowk Vadodara 390020",Residential/Group Housing,accounts@parshva.in,9426348091,PR/GJ/VADODARA/VADODARA/Others/RAA03302/310718,Vadodara,31-07-2018
813,taksh galaxy,taksh infrastructure LLP,"301, TAKSH CLASSIC VASNA ROAD Vadodara 390007",Residential/Group Housing,takshinfra@hotmail.com,9978990015,PR/GJ/VADODARA/VADODARA/Others/RAA00133/120917,Vadodara,12-09-2017
814,VINAYAK LIFESTYLE,DOLPHIN PROJECTS,"108, 1ST FLOOR, HAVELI ARCADE, SECTOR-11, Gandhinagar 382011",Residential/Group Housing,vinayaklifestyle@gmail.com,9825506929,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA00523/251017,Gandhinagar,25-10-2017
815,DEV SOLITAIRE,SOHAM PROCON,"B-1201, THE CAPITAL NR BANK OF BARODA, SCIENCE CITY ROAD Ahmedabad 380060",Residential/Group Housing,sonudhavalpatel@gmail.com,9925150765,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00189/190917,Ahmedabad,19-09-2017
816,Shri Shaligram Villa,shaligram landmarks,"117,GANGADHAR SOC. HANSOL Ahmedabad 382330",Residential/Group Housing,omniumdevelopers.in@gmail.com,7698411166,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA00082/050917,Gandhinagar,05-09-2017
817,SHUBH VASTU VILLA,SHUBH DEVELOPERS,"SUR. NO. 1630/1, 1630/2, O.P. NO. 298/, 298/2 F.P. NO. 298/1+298/2, D.T.P.S. NO. 3, DEHGAM Gandhinagar 382305",Residential/Group Housing,shubhdevelopers9@gmail.com,9727678402,PR/GJ/GANDHINAGAR/DEHGAM/AUDA/RAA02285/060418,Gandhinagar,06-04-2018
818,HIMALAYA PEARL,JAI AMBE ASSOCIATES,"B-412, HIMALAYA ARCADE OPP LAKE, VASTRAPUR Ahmedabad 380015",Residential/Group Housing,himalayamall@himalayamall.net,9099099459,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02219/020418,Ahmedabad,02-04-2018
819,AASTHA PRIME,SHREE SARJU BUILDERS,"9,SWAGAT MAHAL NR MARTUSHRI PARTY PLOT,CHANDKHEDA Ahmedabad 382424",Residential/Group Housing,chandresh2548@gmail.com,9727442416,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA00842/281117,Gandhinagar,28-11-2017
820,"Omkaar Greens (Omkaar Greens (TYPE - B1, B, C)",M R Construction,"Patel fayiya, Near Bhathuji Temple Village jambuva,Vadodara Vadodara 390013",Residential/Group Housing,nipul_patel85@yahoo.co.in,9825467665,PR/GJ/VADODARA/VADODARA/Others/RAA03713/161018,Vadodara,16-10-2018
821,Arvind Uplands - I,AHMEDABAD EAST INFRASTRUCTURE LLP,"24, Government Servant's Society Near Municipal Market, Off. C G Road, Navrangpura, Ahmedabad Ahmedabad 380009",Residential/Group Housing,rere.uplands@arvindinfra.com,9824502024,PR/GJ/GANDHINAGAR/KALOL/Ahmedabad Urban Development Authority/RAA00217/A2R/EX2/290624,Gandhinagar,21-09-2017
822,KADAM-24,Shreeji Buildcon,"Kadam-24, Opp Divyajivan Residency, New C.G. Road Chandkheda Ahmedabad 382424",Residential/Group Housing,dhavalpatel170@yahoo.com,9924929391,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00381/091017,Ahmedabad,09-10-2017
823,GOKUL RESIDENCY,SHUBH DEVELOPERS,PLOT NO. 2693/C HILL DRIVE Bhavnagar 364001,Residential/Group Housing,shub_y@yahoo.com,9825197254,PR/GJ/BHAVNAGAR/BHAVNAGAR/Others/RAA03989/061118,Bhavnagar,06-11-2018
824,NARAYAN KUNJ,NARAYAN DEVELOPERS,NARAYAN KUNJ BH BANCO OFF ATLADRA PADRA MAIN ROAD Vadodara 390020,Residential/Group Housing,rakeshpatel33@hotmail.com,9173109090,PR/GJ/VADODARA/VADODARA/Others/RAA02556/EX3/231122,Vadodara,05-05-2018
825,RUPAK FLATS,RUCHI INFRASTRUCTURE,"SR NO-35/1,NEW SR NO-2 NR BHAVANI MATA MANDIR,KAWAS,TAL-CHORIYASI Surat 394510",Residential/Group Housing,rupakflats@gmail.com,8866542598,PR/GJ/SURAT/CHORASI/SUDA/RAA02126/220318,Surat,22-03-2018
826,EARTH 24,S P CONSTRUCTION CO.,ACVFS3004P vasna road Vadodara 390015,Residential/Group Housing,earthvin.pritesh@gmail.com,9925027640,PR/GJ/VADODARA/VADODARA/Others/RAA01104/261217,Vadodara,26-12-2017
827,42 LIG-1 + 72 LIG-2 + 12 MIG-1 at Dahegam,GUJARAT HOUSING BOARD,NARANPURA AHMEDABAD Ahmedabad 380013,Residential/Group Housing,ghb.phase6@gmail.com,9099996558,PR/GJ/GANDHINAGAR/DEHGAM/AUDA/RAA03322/240818,Gandhinagar,24-08-2018
828,SHRUNGAL HOMES,SHIV SHANKAR DEVELOPERS,"TP 58, FP 41, OPP : D-MART ISANA, NEAR : ALTHAN PANDESARA BRIDGE, AIRPORT ROAD,SURAT Surat 394210",Residential/Group Housing,shrungalhomesbamroli@gmail.com,9726560003,PR/GJ/SURAT/SURAT CITY/SUDA/RAA00279/270917,Surat,27-09-2017
829,DARSHANAM ORCHID,DARSHANAM BUILDTECH,"3RD FLOOR, PLATINUM COMPLEX OPP GANGA JAMNA HOSPITAL, SUBHANPURA Vadodara 390023",Residential/Group Housing,orchidrera@gmail.com,9879120158,PR/GJ/VADODARA/VADODARA/Others/RAA01155/301217,Vadodara,30-12-2017
830,QUBA FLATS,ZAINA ENETRPRISE,MUSABHAI PARK BEHIND SUN PHARMA COMPANY TANDALJA Vadodara 390012,Residential/Group Housing,irfany200@gmail.com,9998636453,PR/GJ/VADODARA/VADODARA/Others/RAA04904/210219,Vadodara,21-02-2019
831,KRISHNA BUNGLOWS,VRAJ DEVELOPERS,"SHOP NO. 11, MAA MAHISAGAR COMPLEX KAPURAI CHOKDI, DABHOI ROAD Vadodara 390025",Residential/Group Housing,krishna1981b@yahoo.com,9824081428,PR/GJ/VADODARA/VADODARA/Others/RAA04114/261118,Vadodara,26-11-2018
832,EMPORIS GALAXY,PUSHKAR INFRA,BLOCK NO 140 SY NO 197 FP 45 AMROLI UTRAN Surat 394105,Residential/Group Housing,emporisgalaxy@gmail.com,9825054219,PR/GJ/SURAT/SURAT CITY/SUDA/RAA01625/150218,Surat,15-02-2018
833,AMBIENCE PARK,ARHAM CORPORATION,105 SAUMYA COMPLEX BEHIND GANESH PLAZA NEAR NAVRANGPURA POST OFFICE Ahmedabad 380009,Residential/Group Housing,arhamcorporation2015@gmail.com,9824214452,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01708/200218,Ahmedabad,20-02-2018
834,BIJAL HOMES,TRIJAL INFRASTRUCTURE,"2484, PATEL VAS, DERIYA VATVA ROAD, B/H VIDYASARITA SCHOOL,VATVA Ahmedabad 382440",Residential/Group Housing,trijalinfrastructure@gmail.com,9909905692,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01040/EX1/061018,Ahmedabad,16-12-2017
835,Akash grand city,Akash Developers,"9, Vrundavan Bunglows Part2, b/h Copper Stone Thaltaj Shilaj Road, Thaltaj Ahmedabad Ahmedabad 380059",Residential/Group Housing,akashpatel5822@gmail.com,9909926042,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00419/121017,Ahmedabad,12-10-2017
836,DARSHANAM ANTILIA 2,PVR DEVELOPERS,"NR PALM RESIDENCY ,OPP. M.M. VORA SHOWROOM SOMATALAV CHAR RAASTA,DHABOI RING ROAD Vadodara 390019",Residential/Group Housing,antilia2rera@gmail.com,9227150401,PR/GJ/VADODARA/VADODARA/Others/RAA01512/030218,Vadodara,03-02-2018
837,SHREE RAM HEIGHTS,Shree Dwarkesh Buildcon,"SHREE RAM HEIGHTS,NR,MUTHIYA TOLL TAX NR. RING ROAD CIRCLE,NARODA-MUTHIYA Ahmedabad 382330",Residential/Group Housing,shreeramheights5@gmail.com,7878783239,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00414/111017,Ahmedabad,11-10-2017
838,North One,True Value Buildtech LLP,True value House Opp Sundervan Near ISRO Satellite Ahmedabad 380015,Residential/Group Housing,rera.truevalue@gmail.com,8980063000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00963/EX1/100419,Ahmedabad,08-12-2017
839,YASHASVI EDEN,Yashasvi Developers,"GF-11, SACHET : 02,B/s, RELIANCE HOUSE, NR. MARADIA PLAZA, OFF C.G. ROAD, PANCHAVATI, NAVARANGPURA, AHMEDABAD Ahmedabad 380009",Residential/Group Housing,jigar@yashasvidevelopers.com,9377576565,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03941/021118,Ahmedabad,02-11-2018
840,Shreepad Panorama,SHUBH ENTERPRISE,"F.P. NO. 22, B/S STUTI ARISTA, NR. NEW L.P.SAVANI SCHOOL T.P. NO.9, PALANPOR, SURAT Surat 395009",Residential/Group Housing,shreepadpanorama@gmail.com,9376471000,PR/GJ/SURAT/SURAT CITY/SUDA/RAA01124/281217,Surat,28-12-2017
841,SHIKHR AVENUE,SAGAR ENTERPRISE,401 CITY POINT OPP TOWN HALL Jamnagar 361001,Residential/Group Housing,sagardzaveri86@gmail.com,9723469579,PR/GJ/JAMNAGAR/JAMNAGAR/Others/RAA02080/190318,Jamnagar,19-03-2018
842,DEV PARISAR,SOHAM REALTY,"404/E, SAHJANAND SHOPPING CENTRE OPP. SWAMINARAYAN TEMPLE, SHAHIBUAG Ahmedabad 380004",Residential/Group Housing,vachanibhavesh@yahoo.in,9898181718,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00196/200917,Ahmedabad,20-09-2017
843,KAILASH TIRTH AVENUE,SHAKTI TIRTH BUILDERS,KAILASH TIRTH AVENUE BH PATEL RICE MILL DERIYA ROAD VATVA Ahmedabad 380440,Residential/Group Housing,shaktitirth7008@gmail.com,9825724040,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01516/EX1/271219,Ahmedabad,03-02-2018
844,SHYAM KUTIR 56,JAY KHODIYAR BUILDERS,"SHYAM RESIDENCY-56, DEHGAM HAIGHWAY HASPURA Ahmedabad 382350",Residential/Group Housing,shyamkutir56@gmail.com,9825060378,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01020/151217,Ahmedabad,15-12-2017
845,MADHAV 2,MADHAV DEVELOPERS,S.K. CHOWK GAMDHIGRAM Rajkot 360005,Residential/Group Housing,madhav2rera@gmail.com,9825621408,PR/GJ/RAJKOT/RAJKOT/Others/RAA04765/290119,Rajkot,29-01-2019
846,kemps corner,unity construction,"kemps corner, near gangotri circle,nikol Ahmedabad 382350",Residential/Group Housing,unityconstruction6281@gmail.com,9979922255,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00851/EX1/210119,Ahmedabad,29-11-2017
847,Gala Marvella,Manav Builders,9th Floor Safal Profitaire Corparate Road Prahaladnagar Ahmedabad 380015,Residential/Group Housing,galamarvella@galainfra.com,8980977777,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00148/140917,Ahmedabad,14-09-2017
848,Shree Sharanam,Somnath Corporation,"Shree Sharanam, Nr. Sarthi Bungalows, B/h BAPS Temple, S.P. RIng Road, Bopal, Ahmedabad 380058",Residential/Group Housing,somnathcorporation290@gmail.com,9099962567,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00757/181117,Ahmedabad,18-11-2017
849,ABHIJYOT GREEN,ABHIJYOT ASSOCIATES,"503 ABHIJYOT SQUARE NR DIVYA BHASKAR PRESS, S G HIGHWAY Ahmedabad 380007",Residential/Group Housing,abhijyotgreen@gmail.com,8980038388,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00062/040917,Ahmedabad,04-09-2017
850,Vinayak Elegance,ASHTAVINAYAK DEVELOPERS,"31, Tulsi nagar Society Opp. Shivam Gas Agency, Chandlodia Ahmedabad 382481",Residential/Group Housing,mehul_patel_2003@yahoo.co.in,9974162943,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01730/220218,Ahmedabad,22-02-2018
851,ARPL BUNGALOWS,ARPL BUNGALOWS,"8TH FLOOR, EVEREST COMMERCIAL COMPLEX OPP. SHASTRI MAIDAN Rajkot 360001",Residential/Group Housing,ashish@acesoftex.com,9824417072,PR/GJ/RAJKOT/PADDHARI/Others/RAA00596/061117,Rajkot,06-11-2017
852,BHAGIRATH HABITAT,BHAGIRATH INFRABUILD,116 BHAGIRATH ICON NAROL Ahmedabad 382405,Residential/Group Housing,icon@bhagirathgroup.com,9327270700,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00079/050917,Ahmedabad,05-09-2017
853,SHYAM STATUS,MURLIDHAR BUILDCON,"508, ABHIJIT-1, MITHAKHALI SIX ROADS NAVRANGPURA Ahmedabad 380009",Residential/Group Housing,shyamstatuscgroad@gmail.com,9825024730,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02961/200618,Ahmedabad,20-06-2018
854,PRABHA PARK 6,PRAMOD T. BHANDARI PROPRIETOR OF BASELINE,"27 SECOND FLOOR, D N SHOPPING CENTRE OPP GANDHI LIBRARY Valsad 396001",Residential/Group Housing,baselineshree@yahoo.co.in,9825197040,PR/GJ/VALSAD/VALSAD/Others/RAA02735/300518,Valsad,30-05-2018
855,CELEBRITY GREENS,HAPPY HOME CORPORATION,"Shantiniketan, 1st Floor, Near S.D.Jain School, University Airport Road, Vesu Cross Road Surat 395007",Residential/Group Housing,celebritygreen@sutarwala.in,9099931038,PR/GJ/SURAT/SURAT CITY/SUDA/RAA00205/210917,Surat,21-09-2017
856,ASHRAY SERENE,SHREE AMTHINATH DEVELOPER LLP,"D-2, DREAM PLAZA, SARDAR PATEL CHAWK CAMP ROAD, SHAHIBAUG Ahmedabad 380004",Residential/Group Housing,sulit.sandllp@gmail.com,9825028012,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00610/071117,Ahmedabad,07-11-2017
857,ORCHID DIVINE,ORCHID DIVINE DEVELOPER,"10th Floor, Commerce House IV, 100 FEET RD. BESIDE SHELL PETROL PUMP, PRAHALADNAGAR, Ahmedabad 380015",Residential/Group Housing,o.divine.rera@gmail.com,9687610082,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00020/280817,Ahmedabad,28-08-2017
858,Alok Heights,Alok Developers,"304,Angel Complex,Nr Rajiv Gandhi Under Bridge, B/G Bluestar Building,Navrangpura Ahmedabad Ahmedabad 380009",Residential/Group Housing,aloknaranpura@gmail.com,9825035438,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00516/EX1/290918,Ahmedabad,23-10-2017
859,MIG TP.11 FP.84 MMGY,VADODARA MUNICIPAL CORPORATION,"Affordable Housing Dept, Office of Executive Engineer, Raopura Kanyashala No.03, Raopura, Vadodara-390 001 Vadodara 390001",Residential/Group Housing,reravmc134@gmail.com,9427600961,PR/GJ/VADODARA/VADODARA/Others/RAA03382/070918,Vadodara,07-09-2018
860,Shantanam Bunglows,Shahi Silaj Developers,"Surface Paradise, Takshashila School to Panjarapole Road, Opp. Bhathiji Mandir, B/h. Govardhan Park, Odhav, Ahmedabad. Ahmedabad 382415",Residential/Group Housing,swagatbungalows@gmail.com,9825093561,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00485/A1R/EX1/210119,Ahmedabad,17-10-2017
861,Arjun Sky Life,SAHJANAND SKY INFRAWORLD LLP,"Arjun Sky Life, Near Aastha Homes B/h Kalhar Exotica, Science City Road, Sola Ahmedabad 380060",Residential/Group Housing,contact@arjunskylife.com,9033009153,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00795/EX2/030819,Ahmedabad,21-11-2017
862,PAVAN HEIGHTS,PAVAN DEVELOPERS,VALSAD PARDI VALSAD Valsad 396001,Residential/Group Housing,pavandevelopers555@gmail.com,9879417501,PR/GJ/VALSAD/VALSAD/Others/RAA02968/210618,Valsad,21-06-2018
863,SAI STATUS TAGORE RESIDENCY,SHRI MAHAVIR DEVELOEPRS,55 TIRUPATI COMPLEX DANAPITH KALUPUR Ahmedabad 380002,Residential/Group Housing,dewanibuildcon@gmail.com,9974022584,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00692/141117,Ahmedabad,14-11-2017
864,SHILPI CITY,SHAH CREAT,15 HARIHAR BUNGALOWS ZADESHWAR ROAD BHARUCH Bharuch 392011,Residential/Group Housing,shahcreat2024@gmail.com,9898610303,PR/GJ/BHARUCH/BHARUCH/Others/RAA01116/271217,Bharuch,27-12-2017
865,Shalvik Homes 2,Aakar Infrastructure,Shalvik Homes 2 Vavol Uvarsad Road Vavol Gandhinagar 382016,Residential/Group Housing,shalvikhomes2@gmail.com,9909926942,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA01098/261217,Gandhinagar,26-12-2017
866,REVANTA CENTRUM,KRISHNA REALTY,"REVANTA CENTRUM, OPP. MUNICIPAL GARDEN, MAKARPURA VILLAGE, MAKARPURA, Vadodara 390014",Residential/Group Housing,info.krishnarealty@gmail.com,9427054041,PR/GJ/VADODARA/VADODARA/Others/RAA02289/070418,Vadodara,07-04-2018
867,Classic Highland,CLASSIC BUILD PROJECTS PRIVATE LIMITED,"Classic platinum,vishala circle,next to apmc market vasna sarkhej road Ahmedabad 380055",Residential/Group Housing,classicbuild25@gmail.com,9825097453,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00669/EX1/A1R/280922,Ahmedabad,10-11-2017
868,GREEN EMERALD,PRIME INFRASTRUCTURE,"NEAR GREENWOODS , NEW ALKAPURI GOTRI ROAD Vadodara 390021",Residential/Group Housing,ramesh@priyankaconstructions.com,9825504183,PR/GJ/VADODARA/VADODARA/Others/RAA03089/040718,Vadodara,04-07-2018
869,EL PARAISO TORRE,SUPREME DEVLOPERS,"R.S.NO.5/A PAIKI T.P.S. NO.29 (RANDER),F.P. 7, RAMNAGAR- MORABHAGAL MAIN ROAD, RANDER SURAT SURAT Surat 395009",Residential/Group Housing,bharuchadevelopers@hotmail.com,9099015291,PR/GJ/SURAT/SURAT CITY/SUDA/RAA02234/020418,Surat,02-04-2018
870,HERITAGE CORNER,CORNER POINT INFRASTRUCTURE PVT LTD,"401 , CORNER POINT , BH. EXPRESS HOTEL JETALPUR ROAD Vadodara 390007",Residential/Group Housing,mehul_1269@yahoo.co.in,9898484499,PR/GJ/VADODARA/VADODARA/Others/RAA03876/EX1/120419,Vadodara,29-10-2018
871,SHUBH VASTU HEIGHTS,MARUTI INFRACON,"2, MALHAR COMPLEX, NR. SOLA BRIDGE, SCIENCE CITY ROAD, SOLA, AHMEDABAD Ahmedabad 380060",Residential/Group Housing,info@ravalandco.com,9427618259,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01146/EX1/241218,Ahmedabad,29-12-2017
872,SHAMS HERITAGE,HOZEFA ABBASBHAI CHITTALWALA,"13/15, RANI MANZIL, 4TH FLOOR, ROOM NO.41, KHARA TANK ROAD,BHENDI BAZAR, MUMBAI, MAHARASHTRA-400003 Mumbai City 400003",Residential/Group Housing,shamsheritage.rera@gmail.com,9821433314,PR/GJ/RAJKOT/RAJKOT/Others/RAA05652/050719,Rajkot,05-07-2019
873,RADHE RESIDENCY,GOKUL DEVELOPERS,"Radhe Residency, B/H. Ashapuri Residency, Nr. Deriya Talav, Ropda-vatva Road, New Vatva Ahmedabad 382440",Residential/Group Housing,gokuldevelopers7@gmail.com,9909288704,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00534/EX1/071218,Ahmedabad,26-10-2017
874,SAMVEDNA HEIGHTS (WING C AND WIND D),SAMVEDNA BUILDERS PRIVATE LIMITED,"SURVEY NO 65, VAGUDAD ROAD,OPP. BALAJI WAFERS, KALAWAD ROAD RAJKOT Rajkot 360021",Residential/Group Housing,samvednabuilderspvt@gmail.com,9624888804,PR/GJ/RAJKOT/RAJKOT/Others/RAA02863/EX2/130824/300624,Rajkot,08-06-2018
875,SEVEN SKIES,VITESSE REALTY LLP,"5, KAIRAVI BUNGLOWS, NR HOTEL SARTHI, BODAKDEV Ahmedabad 380054",Residential/Group Housing,jarivishal2008@gmail.com,9825033860,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01605/120218,Ahmedabad,12-02-2018
876,FORTUNE SERINITY,GOPI ENTERPRISE,"FORTUNE SERINITY, RAJKOT-JAMNAGAR HIGHWAY GHANTESHWAR PARK, GHANTESHWAR, RAJKOT Rajkot 360007",Residential/Group Housing,gopienterprise2014@gmail.com,8154090999,PR/GJ/RAJKOT/RAJKOT/Others/RAA01848/050318,Rajkot,05-03-2018
877,CHANDRADARSHAN RESIDENCY-2,CHANDRADARSHAN DEVELOPERS,"BLOCK No. 320/A, CHANDRADARSHAN RESIDENCY-2 NEAR DADA BHAGWAN TEMPLE,KAMREJ VAV ROAD, SURAT. Surat 395006",Residential/Group Housing,haridarshanresidency@gmail.com,9979266161,PR/GJ/SURAT/SURAT CITY/Others/RAA00290/280917,Surat,28-09-2017
878,Aangan Residency,Aakar Developers,"Sagar Complex,Nr. Vavol Gram Panchyat,B/H Central Bank Of India, Vavol,Gandhinagar Gandhinagar 382016",Residential/Group Housing,shaikhraish111@gmail.com,9426010787,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA01425/240118,Gandhinagar,24-01-2018
879,Pushp Villa,TAKSH INFRA,"201, PUSHP 1, GULMOHAR PARK, NEAR AKOTA GARDEN, Vadodara 390001",Residential/Group Housing,nirajdesai75@yahoo.co.in,9925230931,PR/GJ/VADODARA/VADODARA/Others/RAA02366/EX1/120419,Vadodara,13-04-2018
880,ROYAL HOMES,BHAVYA BUILDCON,"ROYAL HOMES, NR. GOTA CROSS ROAD, S.G. HIGHWAY, GOTA, AHMEDABAD Ahmedabad 382481",Residential/Group Housing,falgunpatel2005@yahoo.co.in,9925722210,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00911/051217,Ahmedabad,05-12-2017
