XID,Project Name,City,Housiing.com Link
R270557,Anandtara Siliconbay,Pune East,https://housing.com/in/buy/projects/page/42482-anandtara-silicon-bay-by-anandtara-construction-in-wadgaon-sheri
R379022,Ganesh Malabar Exotica,Ahmedabad North,https://housing.com/buy-malabar-exotica-by-ganesh-housing-corporation-limited-in-tragad-ahmedabad-pid-261996
R29608,Amar Srushti,Pune East,https://housing.com/in/buy/projects/page/100224-amar-srushti-by-amar-builders-in-hadapsar
R12310,Ashoka Apartments,Delhi South West,https://housing.com/
R64151,SNN Raj Greenbay,Bangalore South,https://housing.com/in/buy/projects/page/15712-snn-raj-greenbay-by-snn-raj-corp-in-electronic-city-phase-2
R272799,Central Park Flower Valley Cerise Floors,Gurgaon,https://housing.com/in/buy/projects/page/51879-cerise-floors-by-central-park-in-sector-33-sohna
R389414,Gundecha Rexon Suites Phase 1,Western Mumbai,https://housing.com/in/buy/projects/page/275853-gundecha-rexon-suites-by-gundecha-builders-in-goregaon-west
R33810,Centrio NX by MJ Shah,Central Mumbai,https://housing.com/in/buy/projects/page/276873-mj-shah-centrio-nx-by-mj-shah-phase-1-by-mj-shah-group-in-chedda-nagar
R4034,Aparna Sarovar Grande,Hyderabad,https://housing.com/in/buy/projects/page/7415-aparna-sarovar-grande-by-aparna-in-gopanapalli
R8190,Shree Balaji Om Harmony,Navi Mumbai,https://housing.com/in/buy/projects/page/965-shree-balaji-om-harmony-by-shree-balaji-developers-in-kharghar
R87135,Nahar Arum And Amanda,Central Mumbai,Not Found
R30276,Sukhwani Scarlet,Pune East,https://housing.com/in/buy/projects/page/17605-sukhwani-scarlet-by-sukhwani-constructions-in-wagholi
R381302,JL Amogha Western Heights,Hyderabad,https://housing.com/in/buy/projects/page/264959-amogha-western-heights-by-j-l-sathguru-developers-and-constructions-in-adibatla
R284647,Luxora Crystal Spires,Thane,https://housing.com/in/buy/soham-crystal-spires-for-resale-in-thane-west-thane-AGwh0AH0
R297037,Lodha Primo,Mumbai South,https://housing.com/in/buy/resale/page/15135678-5-bhk-apartment-in-matunga-east-for-rs-110000000
R28584,Kool Homes Rising Landscapes,Pune South,https://housing.com/in/buy/projects/page/6021-kool-rising-landscapes-by-kool-homes-in-mohammed-wadi
R32476,Amar Landmark,Pune West,https://housing.com/in/buy/projects/page/44003-amar-landmark-by-amar-builders-in-pashan
R27832,Raheja Sherwood,Western Mumbai,https://housing.com/in/buy/projects/page/40722-raheja-sherwood-by-raheja-universal-in-goregaon-east
R1339,Darode Jog Liviano,Pune East,https://housing.com/in/buy/projects/page/394-darode-shriniwas-liviano-phase-i-by-darodejog-properties-in-kharadi
R26376,DDA Saraswati Apartments,South Delhi,https://housing.com/in/buy/projects/page/151161-saraswati-narmada-apartments-by-reputed-builder-in-vasant-kunj
R261524,Magnolia Nakshatra,Kolkata North,https://housing.com/buy-magnolia-nakshatra-phase-2-by-magnolia-infrastructure-development-ltd-in-barasat-kolkata-pid-36292
R4510,Arihant Arden,Greater Noida,https://housing.com/in/buy/projects/page/2317-arihant-arden-by-arihant-group-in-noida-extension
R54010,Platinum Heritage,Thane,https://housing.com/in/buy/darshan-platinum-heritage-for-resale-in-thane-west-thane-AG6tmAH0
R371039,Bhagwati Greens 2,Navi Mumbai,https://housing.com/in/buy/projects/page/324161-bhagwati-greens-by-bhagwati-group-in-kharghar
R13702,Joy Valencia CHS,Western Mumbai,https://housing.com/in/buy/joy-valencia-for-resale-in-jogeshwari-east-mumbai-AG3vlsAH0
R418691,Sigma Residency,Panchkula,https://housing.com/in/buy/projects/page/309365-sigma-residency-by-sigma-residency-in-bhanoo
R25966,Uppal Plumeria Garden Estate,Greater Noida,https://housing.com/in/buy/projects/page/151627-uppal-plumeria-garden-estate-by-uppal-group-in-omicron-iii-greater-noida
R42166,Vilas Javdekar Palladio,Pune West,https://housing.com/in/buy/projects/page/302230-vj-palladio-balewadi-central-by-vilas-javdekar-eco-shelters-pvt-ltd-in-balewadi
R32988,KUL Court,Western Mumbai,https://housing.com/in/buy/projects/page/74699-kul-kudos-by-kumar-urban-development-in-andheri-west
R11162,Narayankrupa Krupal The Freedom City,Ahmedabad South,Not Found
R4242,Proxima Residences,Western Mumbai,https://housing.com/in/buy/projects/page/86893-ndw-proxima-residences-by-ndw-group-in-andheri-east
R369933,Urbanrise Spring is in the Air,Hyderabad,https://housing.com/in/buy/projects/page/252064-urbanrise-spring-is-in-the-air-by-urbanrise-in-miyapur
R25164,Dhirendra Ramji Sunshine Willow,Navi Mumbai,Not Found
R384621,Udayan Complex,Hooghly,https://housing.com/buy-ak-udayan-complex-by-ak-enterprise-in-konnagar-kolkata-pid-271466
R31148,SDS NRI Residency,Greater Noida,https://housing.com/in/buy/projects/page/4810-sds-nri-residency-by-sds-group-in-omega-ii-greater-noida/floor-plan
R2628,Rainbow Vistas at Rock Garden,Hyderabad,https://housing.com/in/buy/projects/page/2009-cybercity-rainbow-vistas-rock-garden-by-cybercity-builders-developers-in-borabanda
R43398,Bengal Shelter Sisirkunja,Kolkata North,https://housing.com/buy-bengal-sisirkunja-by-bengal-shelter-housing-development-in-madhyamgram-kolkata-pid-73675
R8352,New Haven by Tata Value Homes,Bangalore West,https://www.tatahousing.com/residential-property-in-bangalore/tata-new-haven
R29330,Raheja Acropolis,Central Mumbai,https://housing.com/in/buy/projects/page/40708-raheja-acropolis-by-raheja-universal-in-chembur
R12414,CGHS IES Apartments,Delhi South West,https://housing.com/in/buy/projects/page/148264-ies-officers-apartments-by-cghs-group-in-sector-4-dwarka
R17466,Kalpataru Gardens,Western Mumbai,https://housing.com/in/buy/projects/page/329338-kalpataru-gardens-by-kalpataru-group-in-kandivali-east
R250593,Mantra Insignia,Pune East,https://housing.com/in/buy/projects/page/107239-mantra-insignia-phase-2-by-mantra-properties-in-mundhwa
R20620,Hiranandani Octavius,Central Mumbai,https://housing.com/in/buy/projects/page/244452-hiranandani-gardens-octavius-by-hiranandani-communities-in-powai
R313,Jaypee Greens Imperial Court,Noida,https://housing.com/in/buy/projects/page/33552-jaypee-the-imperial-court-by-jaypee-greens-in-sector-128
R250667,Ace Aurum,Pune West,https://housing.com/in/buy/projects/page/265013-jhamtani-ace-aurum-by-jhamtani-group-in-ravet
R63305,MAAD Nakoda Heights,Beyond Mira Road,https://housing.com/in/buy/projects/page/96263-maad-nakoda-heights-4-by-maad-group-and-shreenath-enterprise-in-nalasopara-west
R34194,Nyati Elan,Pune East,https://housing.com/in/buy/projects/page/290442-nyati-elan-south-east-ii-by-nyati-group-in-wagholi
R280833,VKG Passcode Beverly Hills,Western Mumbai,Not Found
R3358,Emami City,Kolkata North,Not Found
R276621,Signature Global Solera 2,Gurgaon,https://housing.com/in/buy/projects/page/77086-signature-global-solera-2-by-signature-global-builders-pvt-ltd-in-sector-107
R28110,Nirvana Cedar Crest,Gurgaon,https://housing.com/in/buy/projects/sector_50_gurgaon
R2388,Paras Irene,Gurgaon,https://housing.com/in/buy/projects/page/319-paras-irene-by-paras-buildtech-in-sector-70a
R7588,Gurukrupa Aramus Complex,Navi Mumbai,https://housing.com/in/buy/gurukrupa-aramus-complex-for-resale-in-ulwe-navi-mumbai-AG1q7AH0
R401746,Srikaram Shelters,Chennai South,https://housing.com/in/buy/projects/page/292177-srikaram-shelters-by-prakruthi-suraksha-shelters-in-kelambakkam
R26690,CGHS Evergreen Apartment,Delhi South West,https://housing.com/in/buy/projects/page/149511-cghs-evergreen-apartment-by-cghs-group-in-sector-7-dwarka
R60641,Regency Park CHS,Navi Mumbai,https://housing.com/in/buy/projects/page/131584-regency-park-by-regency-group-in-kharghar
R702,Amrapali Zodiac,Noida,https://housing.com/in/buy/projects/page/3533-amrapali-zodiac-by-amrapali-group-in-sector-120
R8178,Krish Icon,Bhiwadi,https://housing.com/in/buy/projects/page/879-krish-icon-by-krish-group-in-sector-33-bhiwadi
R13234,Mahindra The Woods,Pune West,https://housing.com/in/buy/mahindra-the-woods-for-resale-in-wakad-pune-AG20x9AH0
R263683,My Home Bhooja,Hyderabad,https://housing.com/in/buy/projects/page/34549-my-home-bhooja-by-my-home-constructions-pvt-ltd-in-rai-durg
R15248,Adarsh Palm Retreat,Bangalore East,https://housing.com/adarsh-palm-retreat-bellandur-bangalore-overview-P6olmtwwet7pzj71z
R8616,VTP Urban Space,Pune South,https://housing.com/in/buy/projects/page/2569-vtp-urban-space-by-vtp-realty-in-nibm
R292837,NG Rathi Palmnest,Pune East,https://housing.com/in/buy/projects/page/112433-ng-rathi-palmnest-g-tower-ultima-by-ng-rathi-realty-group-in-wagholi
R30896,Purple Cloud 9,Pune South,https://housing.com/in/buy/projects/page/46758-purple-cloud-9-by-purple-properties-in-kondhwa
R316057,Natural City Lake Town,Kolkata North,https://housing.com/buy-natural-city-laketown-by-natural-group-in-patipukur-kolkata-pid-52187
R371433,Kolte Patil Evara,Western Mumbai,Not Found
R25246,SJR Blue Waters,Bangalore South,https://housing.com/in/buy/projects/page/22106-sjr-blue-waters-ph-1-by-sjr-prime-corporation-pvt-ltd-in-parappana-agrahara
R44420,Mont Vert Grande,Pune West,https://housing.com/rent-mont-vert-grande-for-rent-in-pashan-pune-rpid-AG4q6vAH0
R277577,Uttam Nagar Builder Floors,West Delhi,https://housing.com/in/buy/new_delhi/uttam_nagar_new_delhi
R312105,Hiranandani Eagleridge,Thane,https://housing.com/in/buy/hiranandani-eagleridge-wing-b-for-resale-in-hiranandani-estate-thane-AG2hx5AH0
R476,Vijay Shanthi Lotus Pond,Chennai South,https://housing.com/in/buy/projects/page/23861-vijay-shanthi-lotus-pond-by-vijay-shanthi-builders-in-kalavakkam
R38302,Mulik Luxuria,Pune East,https://housing.com/rent/flats-for-rent-in-wagholi-pune-Pe60k9roxrhl11mb
R316147,Kolte Patil Ivy Nia,Pune East,https://housing.com/in/buy/resale/page/15673443-2-bhk-apartment-in-wagholi-for-rs-4200000
R6336,B and M Atlantis,Navi Mumbai,https://housing.com/in/buy/projects/page/10074-b-and-m-atlantis-by-b-m-buildcon-in-ghansoli
R12764,CGHS Shiv Lok Apartment,Delhi South West,https://housing.com/in/buy/projects/delhi_cantonment
R40352,Sai Prasad Residency,Navi Mumbai,https://housing.com/in/buy/projects/page/312798-sai-prasad-shree-krishna-residency-by-sai-prasad-enterprises-in-ulwe
R41258,Oberoi Splendor Grande,Western Mumbai,https://housing.com/in/buy/oberoi-splendor-for-resale-in-jogeshwari-east-mumbai-AG3x4bAH0
R65214,Earth Umiya Sadan,Delhi South West,https://housing.com/in/buy/projects/page/73441-earth-umiya-sadan-by-earth-infrastructure-in-sector-4-dwarka
R26866,Shruti Apartments,Delhi South West,https://housing.com/buy-shruti-apartment-by-bosky-sapan-group-in-memnagar-ahmedabad-pid-317404
R412196,Laxmi Residency,Ahmedabad South,https://housing.com/buy-laxmi-residency-by-laxmi-developer-in-kasindra-ahmedabad-pid-290787
R8874,Supertech Golf Country,Greater Noida,https://housing.com/in/buy/projects/page/75103-supertech-golf-country-plots-by-supertech-limited-in-yeida
R266338,Amrapali Dream Valley Villas,Greater Noida,https://housing.com/in/buy/amrapali-dream-valley-villa-for-resale-in-techzone-iv-greater-noida-west-greater-noida-AG1y62AH0
R227327,Saksham Welfare Association,Gurgaon,https://housing.com/in/buy/projects/page/56055-saksham-welfare-association-by-swaraj-homes-builders-developer-in-sector-22
R76919,Avant Heritage 3,Western Mumbai,https://housing.com/in/buy/projects/page/262073-avant-heritage-iii-by-avant-group-in-jogeshwari-east
R28310,Panchshil One North,Pune East,https://housing.com/in/buy/resale/page/14948904-4-bhk-apartment-in-magarpatta-city-for-rs-44500000
R40634,Magarpatta City Roystonea,Pune East,https://housing.com/in/buy/resale/page/14553374-2-bhk-apartment-in-magarpatta-city-for-rs-14500000
R54424,Ashiana Aangan,Bhiwadi,Not Found
R19552,Lokhandwala Riviera Tower,Western Mumbai,https://housing.com/in/buy/projects/page/94035-lokhandwala-riviera-tower-by-lokhandwala-construction-in-kandivali-east
R104614,Reza Grandeur,Navi Mumbai,https://housing.com/in/buy/reza-grandeur-for-resale-in-kharghar-navi-mumbai-AGb2pAH0
R3042,Saviour Park,Ghaziabad,https://housing.com/in/buy/projects/page/332068-saviour-park-by-saviour-builders-pvt-ltd-in-rajendra-nagar
R319181,Godrej Green Glades,Ahmedabad North,https://housing.com/buy-godrej-green-glades-by-godrej-properties-ltd-in-jagatpur-ahmedabad-pid-128229/floor-plan
R64276,HDIL Dheeraj Upvan,Western Mumbai,https://housing.com/in/buy/projects/page/33960-hdil-dheeraj-upvan-1-by-hdil-in-borivali-east
R23200,Suncity Parikrama,Panchkula,https://housing.com/in/buy/projects/page/17012-suncity-parikrama-by-suncity-projects-in-sector-20
R123805,Flower Valley Apartment,Pune South,https://housing.com/in/buy/projects/page/246598-commonwealth-cd-flower-valley-by-commonwealth-developers-pvt-ltd-in-salcete
R11190,Lake Lucerne,Central Mumbai,https://housing.com/in/buy/projects/page/27737-ekta-lake-lucerne-by-ekta-world-in-powai
R326121,Pyramid Fusion Homes,Gurgaon,https://housing.com/rent-pyramid-fusion-homes-for-rent-in-sector-70a-gurgaon-rpid-AG2vekAH0
R379959,Associated Vandanam,Ahmedabad North,https://housing.com/buy-associated-vandanam-by-associated-buildcon-in-gota-ahmedabad-pid-265160
R29108,Manchanda Rama Apartments,Delhi South West,https://housing.com/rent-manchanda-manchanda-paradise-apartment-for-rent-in-sector-9-dwarka-new-delhi-rpid-AG378xAH0
R334823,BSCPL Bollineni Bion,Hyderabad,https://housing.com/in/buy/projects/page/201855-bscpl-bollineni-bion-by-bscpl-infrastructure-ltd-in-kondapur
R95990,Moreshwar Dham,Navi Mumbai,https://housing.com/in/buy/projects/page/135216-moreshwar-dham-by-reputed-builder-in-kamothe
R8314,Maitri Planet,Navi Mumbai,https://housing.com/in/buy/projects/page/238672-maitri-planet-by-maitri-developer-in-kharghar
R266617,Casagrand Ferns,Chennai South,https://housing.com/in/buy/projects/page/37525-casagrand-ferns-by-casagrand-builder-private-limited-in-tambaram
R898,Transcon Tirumala Habitats,Central Mumbai,https://housing.com/in/buy/projects/page/5794-transcon-tirumala-habitats-by-transcon-developers-private-limited-in-mulund-west
R180033,Suramya Three,Gandhinagar,https://housing.com/buy-synthesis-suramya-three-by-synthesis-spacelinks-in-palodia-ahmedabad-pid-79288
R7700,Kanakia Sevens,Western Mumbai,https://housing.com/in/buy/projects/page/17489-kanakia-sevens-by-kanakia-space-pvt-ltd-in-andheri-east
R112799,Varun Divine Greens,Indore,https://housing.com/buy-varun-divine-greens-by-varun-creation-in-nipania-indore-pid-308667
R426655,Pardos Okas Enclave,Dharuhera,https://housing.com/in/buy/projects/page/250689-pardos-okas-enclave-1-by-pardos-lucknow-developers-private-limited-in-sector-3
R262306,Rushabhdev Sharan Circle Homes,Ahmedabad North,https://housing.com/buy-rushabhdev-sharan-circle-homes-tower-a-to-f-by-rushabhdev-infra-projects-in-chandkheda-ahmedabad-pid-48051
R373177,Shilp Revanta,Ahmedabad West,https://housing.com/buy-1510-sqft-3-bhk-apartment-in-shela-for-rs-6300000-rid-13983692
R1262,Kolte Patil Umang Premiere,Pune East,https://housing.com/in/buy/koltepatil-kolte-patil-umang-premiere-for-resale-in-wagholi-pune-AGvirAH0
R164753,Shivalik City,Mohali,https://housing.com/in/buy/sahibzada_ajit_singh_nagar/house-shivalik_city
R370011,DDA New Allotment,South Delhi,https://housing.com/in/buy/projects/page/92637-dda-rosewood-apartment-by-dda-in-sector-13-dwarka
R23006,Alliance Orchids,Chandigarh,https://housing.com/in/buy/projects/page/19455-alliance-orchids-by-alliance-buildtech-in-nabha
R12554,CGHS Airlines Apartments,Delhi South West,https://housing.com/in/buy/projects/page/47209-cghs-gauri-ganesh-apartment-by-anil-suri-group-in-sector-3-dwarka/directions
R28204,Nyati Equatorial,Pune West,https://housing.com/in/buy/nyati-equatorial-for-resale-in-bavdhan-pune-AG1f6AH0
R58454,Ansal Celebrity Gardens,Lucknow,https://housing.com/buy-ansal-celebrity-garden-block-p-by-ansal-api-in-sultanpur-road-lucknow-pid-129754
R50482,Shalimar Gallant,Lucknow,https://housing.com/rent-shalimar-gallant-for-rent-in-mahanagar-lucknow-rpid-AG6s3AH0
R25934,Shama Apartments,Delhi South West,https://housing.com/in/buy/projects/page/148617-shama-apartment-by-reputed-builder-in-sector-10-dwarka
R389214,Sheetal Gharana,Ahmedabad West,https://housing.com/buy-gharana-by-sheetal-infrastructure-pvt-ltd-in-iscon-ambli-road-ahmedabad-pid-271852
R336691,OAS Lake Life Township,Kolkata South,https://housing.com/buy-oas-lake-life-township-by-oas-realtors-private-limited-in-joka-kolkata-pid-201262
R410857,Varahi Infra Panchakshari Gardens,Guntur,Not Found
R1286,DLF Maiden Heights,Bangalore South,https://housing.com/in/buy/projects/page/48395-dlf-maiden-heights-at-my-town-by-dlf-in-jigani
R387689,Millennium Flora,Navi Mumbai,https://housing.com/in/buy/projects/page/274213-millennium-flora-by-millennium-group-in-new-panvel-east
R665,Rama Costa Rica,Pune West,https://housing.com/in/buy/pune/flat-ganesh_colony
R12742,Mayank Apartments,Delhi South West,Not Found
R220481,RWA East Of Kailash Block E,South Delhi,https://housing.com/in/buy/new_delhi/block_e_east_of_kailash
R376695,Conscient Habitat,Gurgaon,https://housing.com/in/buy/projects/page/53298-conscient-habitat-by-conscient-infrastructure-in-sector-99a
R722,Mahindra Aura,Gurgaon,https://housing.com/in/buy/projects/page/131561-mahindra-aura-by-mahindra-lifespaces-in-sector-110a
R817,Supertech Ecociti,Noida,https://housing.com/in/buy/projects/page/7777-supertech-ecociti-by-supertech-limited-in-sector-137
R938,Panchsheel Hynish,Greater Noida,https://housing.com/in/buy/projects/page/3345-panchsheel-hynish-by-panchsheel-group-in-noida-extension
R1087,Jaypee Greens Krescent Homes,Noida,https://housing.com/in/buy/projects/page/1671-jaypee-krescent-homes-by-jaypee-greens-in-sector-129
R1134,Emaar MGF Marbella,Gurgaon,https://housing.com/in/buy/projects/sector_66
R1259,Sunworld Vanalika,Noida,https://housing.com/in/buy/projects/page/3938-sunworld-vanalika-by-sunworld-group-in-sector-107
R1620,Umang Winter Hills,Delhi,https://housing.com/in/buy/projects/page/762-umang-winter-hills-by-umang-realtech-in-sewak-park
R1730,Civitech Sampriti,Noida,https://housing.com/rent-civitech-sampriti-for-rent-in-sector-77-noida-rpid-AG1fkAH0
R2456,Prateek Wisteria,Noida,https://housing.com/in/buy/prateek-wisteria-for-resale-in-sector-77-noida-AG1t1AH0
