Registration Certificate Number,Project Name,Builder,Project Location,Project District,INTERNAL ROADS AND PAVEMENTS,WATER SUPPLY SYSTEM,STORM WATER DRAINAGE,ELECTRICITY SUPPLY SYSTEM,SEWAGE TREATMENT & GARBAGE DISPOSAL,STREET LIGHTING,SECURITY AND FIRE FIGHTING,PLAYGROUNDS AND PARKS,CLUB HOUSE/COMMUNITY CENTRE,SHOPPING AREA,RENEWABLE ENERGY SYSTEM,SCHOOL,HOSPITAL/DISPENSARY,ANY OTHER,No. of Flats/Apartments constructed,No. of Flats/ Apartments booked,Land area of the project,Projected date of completion,Percentage completion,FLOORING DETAILS OF VARIOUS PARTS OF HOUSE,KITCHEN DETAILS,DOORS AND WINDOS FRAMES,ELECTRIC FITTINGS,LIFT DETAILS,ELECTRICAL FITTINGS,INTERNAL FINISHING,Document URL,OC Document Path
GGM/802/534/2024/29 DATED 18.03.2024,M3M MANSION,UNION BUILDMART PRIVATE LIMITED,"VILLAGE CHAUMA,SECTOR 113,GUR
UGRAM",GURUGRAM,765.41,211.56,Yes,704.18,153.08,61.23,392.50,91.85,0.00,0.00,0.00,0.00,0.00,0,Not Found,Not Found,8.710 (Acre),Not available,Not available,VITRIFIED TILES/LAMINATEDWOODEN FLOOR/CERAMIC TILE,N.A.,EXTERNAL ALUMINIUM WITH GLASSINTERNAL – WOODEN,AS PER APPROVED MAKE,LIFTS AS PER BUILDING PLANS,AS PER APPROVED MAKE,PAINT/GLASS,Not Found,Not Available
GGM/801/533/2024/28 DATED 18.03.2024,PREMIER FLOORS,JMS INFRA REALITY PVT. LTD.,"SECTOR 95, VILLAGE-WAZIRPUR",GURUGRAM,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,937 (Sqr/mtrs),Not available,Not available,CERAMIC / VITRIFIED TILES,CERAMIC TILES,"FLUSH DOORS, ALUMINIUM/UPVC","ISI MARK, COPPER & ALUMINIUM",NA,ISI MARK,PAINT,Not Found,Not Available
GGM/799/531/2024/26 DATED 18.03.2024,GODREJ ZENITH,GODREJ PROPERTIES LTD,"SECTOR 89, GURUGRAM, HARYANA",GURUGRAM,558.72,1213.25,Yes,5553.79,75.98,226.44,3403.78,0,3194.14,0,0,1490.43,0,4213.73,Not Found,Not Found,14.20625 (Acre),Not available,Not available,VITRIFIED TILES / CERAMIC TILES,"FLOOR: VITRIFIED TILES WALL: CERAMIC TILES 2'-0"" ABOVE COUNTER & OIL BOUND DISTEMPER CEILING: OIL BOUND DISTEMPER",LAMINATE FINISH FLUSH DOORS/MOULDED SHUTTER WITH WOODEN FRAME)(PREHUNG- LVL WITH LAMINATE),AS PER BUILDING NORMS,3 IN EACH TOWER- 2 PASSENGER AND 1 SERVICE,AS PER BUILDING NORMS,"PROVIDING AND APPLYING 10 TO 12MM THICK PLASTER TO MASONRY AND RCC WALLS, COLUMNS ETC. IN CEMENT MORTAR 1:5",Not Found,Not Available
GGM/797/529/2024/24 DATED 14.03.2024,ASHIANA AMARAH PHASE 3 & 3A,ASHIANA HOUSING LIMITED,"REVENUE ESTATE OF VILLAGE- WA
ZIRPUR, SECTOR 93, DISTT. GURUGRAM, HARYANA",GURUGRAM,507,164,Yes,211,141,31,104,8,0,0,11,0,0,0,Not Found,Not Found,4.5143 (Acre),Not available,Not available,"LIVING/DINING, ENTRANCE FOYER, CORRIDOR LEADING TO BEDROOMS: VITRIFIED TILES (600X600) OR (800X800) OR (600X1200) OR (800X1600), BEDROOMS AND STUDY ROOM: VITRIFIED TILES OR WOODEN TEXTURE TILE,(145 X 600) (600X600) OR (800X800) OR (600X1200),OPEN TERRACE: KOTA STONE/OTHER LOCAL STONE/CERAMIC TILES OF APPROPRIATE QUALITY/STONE MOSAIC FLOOR, STAIRCASE :CERAMIC TILES OR KOTA STONE OR COMBINATION LOCAL STONE OF APPROPRIATE SIZE.","1 STAINLESS STEEL SINK WITH ONE BOWL AND A DRAIN BOARD, 1 SWIVEL TYPE SINK MIXER, 2 CP ANGLE VALVE FOR IN AND OUT OF HOT WATER GEYSER, 1 CP ANGLE VALVE FOR WATER PURIFIER UNIT/RO, NO TAP IS PROVIDED BELOW SINK, PROVISION FOR PIPED LPG GAS WITH LPG METER WILL BE PROVIDED,KITCHEN CABINETS WITH HOB, CHIMNEY, DISHWASHER. GEYSER & EXHAUST FAN.",MAIN DOOR FRAME IN MS ARE EITHER ENAMEL PAINTED/POWDER COATED. AND OTHER MS DOOR FRAMES ARE ENAMEL PAINTED OR POWDER COATED .,"ALL ELECTRICAL WIRING IN CONCEALED CONDUITS WITH COPPER WIRES. CONVENIENT POSITION & DISTRIBUTION OF LIGHT AND POWER PLUGS AND PROVISION FOR ELECTRICAL CHIMNEY ABOVE PLATFORM AND WATER PURIFIER POINT IN KITCHEN. MODULAR ELECTRICAL SWITCHES WITH SOCKETS AND FAN REGULATORS OF SSK/ANCHOR/PANASONIC/NORTH WEST/LEGRAND OR EQUIVALENT,",NOT APPLICABLE.,ALL ELECTRICAL WIRING IN CONCEALED CONDUITS WITH COPPER WIRES. CONVENIENT POSITION & DISTRIBUTION OF LIGHT AND POWER PLUGS AND PROVISION FOR ELECTRICAL CHIMNEY ABOVE PLATFORM AND WATER PURIFIER POINT IN KITCHEN. MODULAR ELECTRICAL SWITCHES WITH SOCKETS AND FAN REGULATORS OF SSK/ANCHOR/PANASONIC/NORTH WEST/LEGRAND OR EQUIVALENT.,GRANITE AND/OR MARBLE AND/OR QUARTZ STONE AND /VITRIFIED TILES AND/OR CERAMIC TILES AND/OR CEMENT SAND PLASTER AND/OR OTHER LOCAL STONE AND/OR COMBINATION OF ANY TWO OR MORE ITEMS WITH EMULSION PAINT FINISH (WHEREVER APPLICABLE).,Not Found,Not Available
GGM/787/519/2024/14 DATED 19.02.2024,PURI DIPLOMATIC RESIDENCES,PURI CONSTRUCTION PVT. LTD.,SECTOR 111,GURUGRAM,2746.66,678.06,Yes,3135.59,267.12,199.65,3911.17,928.19,6953.10,0,103.70,942.39,0,0,Not Found,Not Found,5.4112 (Acre),Not available,Not available,TILES / MARBLES (TILE MAKE - KAJARIA / SOMANY / JOHNSON OR EQUIVALENT).,"TILE FLOORING, STONE COUNTER, WALL TILE ABOVE COUNTER UPTO 2 FEET, OBD / ACRYLIC EMULSION ON WALL ABOVE THAT (TILE MAKE - KAJARIA / SOMANY / JOHNSON OR EQUIVALENT PAINT MAKE - ASIAN / ICI DULUX / BERGER OR EQUIVALENT).",FOR WINDOWS - ALUMINIUM / UPVC FRAME; HARDWOOD FRAMES FOR DOORS.,ISI MARKED STANDARD ELECTRIC FITTING.,SS FINISH CABIN / DOORS AS PER APPROVED DESIGN / DRAWINGS.,ISI MARKED STANDARD ELECTRICAL FITTING.,AS PER APPROVED DESIGN / DRAWINGS.,Not Found,Not Available
GGM/785/517/2024/12 DATED 09.02.2024,THE ESTATE RESIDENCES,ANANT RAJ LIMITED,SECTOR 63A GURUGRAM,GURUGRAM,86,70,Yes,850,90,10,400,15,0,0,60,0,0,0,Not Found,Not Found,5.43263 (Acre),Not available,Not available,TILES/MARBLES/GRANITE/LAMINATED WOOD,"MODULAR KITCHEN WITH APPLIANCES AS PER POINT 6.6 IN UNIT WISE SPECIFICATION, CABINE TRY AND SS SINK",MS/UVC/AL/WOOD/COMPOSITE MATERIAL,NA,BRANDED MAKE,"SWITCH BOX AND SOCKETS, HOME AUTOMATION IN SELECT AREAS AS PER DESIGN",NIL,Not Found,Not Available
GGM/767/499/2023/111 DATED 04.12.2023,GODREJ ARISTOCRAT,GODREJ PROPERTIES LTD,"SECTOR 49, GURUGRAM, HARYANA",GURUGRAM,338.78,956.98,Yes,4705.84,70.80,94.40,2128.72,0,3058.73,0,0,447.23,0,12384.39,Not Found,Not Found,9.56875 (Acre),Not available,Not available,VITRIFIED TILES,"FLOOR: VITRIFIED TILES WALL: CERAMIC TILES 2'-0"" ABOVE COUNTER & OIL BOUND DISTEMPER CEILING: OIL BOUND DISTEMPER",LAMINATE FINISH FLUSH DOORS/MOULDED SHUTTER WITH HARDWOOD FRAME)(PREHUNG- LVL WITH LAMINATE),AS PER BUILDING NORMS,3 IN EACH TOWER- 2 PASSENGER AND 1 SERVICE,AS PER BUILDING NORMS,"PROVIDING AND APPLYING 10 TO 12MM THICK PLASTER TO MASONRY AND RCC WALLS, COLUMNS ETC. IN CEMENT MORTAR 1:5",Not Found,Not Available
GGM/756/488/2023/100 DATED 06.11.2023,SMARTWORLD THE EDITION,ETSY REALCON PRIVATE LIMITED,"SECTOR-66, GURUGRAM, HARYANA",GURUGRAM,1024.76,302.93,Yes,1066.75,113.60,113.60,82.51,0,0,0,64.81,0,0,0.93,Not Found,Not Found,10.70 (Acre),Not available,Not available,MARBLE / LAMINATED WOODEN FLOORING / VITRIFIED TILES / CERAMIC TILE,"STONE OVER KITCHEN COUNTER, SS SINK","""MAIN DOOR - MODULAR DOORS WITH HARDWARES. BED ROOMS / TOILETS / KITCHEN DOORS: - MODULAR DOORS WITH HARDWARES.""",COMMON AREA LIGHT FIXTURES,HIGH SPEED ELEVATORS (PASSENGER & SERVICE),COMMON AREA LIGHT FIXTURES,AS STATED ABOVE,Not Found,Not Available
GGM/752/484/2023/96 DATED 23.10.2023,NANDAKA,GANGA GLOBAL HOMES PRIVATE LIMITED,"VILLAGE SIHI, SECTOR-84,",GURUGRAM,628.50,434.59,Yes,1705.69,803.60,179.57,1518.39,35.91,0,0,48.38,0,0,0,Not Found,Not Found,5.8406 (Acre),Not available,Not available,"BEDROOM-WOODEN FLOORING, LIVING DINING AND KITCHEN -ITALIAN/ IMPORTED MARBLE,",WALL / FLOORING- ITALIAN /IMPORTED MARBLE COUNTER-GRANITE,WOODEN/WPC/ALLUMINIUM/UPVC,"MODULAR SWITCHES, BOXES, SOCKETS",ISI MARKED AS PER MARKET STANDARD,"MODULAR SWITCHES, BOXES, SOCKETS","FALSE CEILING, WALLS-PLASTIC EMUSION/ACRYLIC/PAINT FLOORING- ITALIAN/ IMPORTED MARBLE",Not Found,Not Available
GGM/746/478/2023/90 DATED 18.09.2023,GODREJ ARIA & 101 (VOL. II),WONDER CITY BUILDCON LIMITED,"SEC 79, NAURANGPUR",GURUGRAM,23.4,29.6,No,16.0,13.5,3.8,7.0,0,0,0,0,0,0,0.6795,738,711,0.9875 (Acre),14-02-2028,0,LIVING & DINING ROOM/KITCHEN- VITRIFIED TILES BEDROOMS-LAMINATED WOODEN FLOOR TOILETS - VITRIFIED TILES BALCONY- ANTI SKID TILES UTILITY ROOM-CERAMIC TILES,"(FLOORS-VITRIFIED TILES EXTERNAL DOORS & WINDOWS-POWDER COATED ALUMINUM INTERNAL WALLS-CERAMIC TILES 2'-0"" ABOVE COUNTER. FIXTURES & FITTINGS-GRANITE TOP WITH STAINLESS STEEL SINK WITH DRAIN BOARD)",WOODEN FRAME /POWDERED COATED ALUMINIUM,ALL PROVIDED OF STANDARD COMPANY MAKE,AS PER BUILDING CODE,ALL PROVIDED OF STANDARD COMPANY MAKE,YES,Not Found,Not Available
GGM/692/424/2023/36 DATED 02.02.2023 (SUPERSEDED BY GGM/745/477/2023/89 DATED 11.09.2023),THE NATION,JMS INFRA REALITY PVT LTD,VPO WAZIRPUR SECTOR 95,GURUGRAM,441.67,350.61,No,0,464.73,72.98,0,60.5,0,0,0,0,0,0,Not Found,Not Found,19.0125 (Acre),Not available,Not available,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Not Found,Not Available
GGM/741/473/2023/85 DATED 07.08.2023,URBAN OASIS - PHASE 1 & 2,EMAAR INDIA LIMITED,"VILLAGE - MAIDAWAS AND NANGLI
UMARPUR, SECTOR - 62 & 65,, GURGAON",GURUGRAM,395,412,Yes,91,76,85,71,92,0,0,0,0,0,2.2503,Not Found,Not Found,6.64 (Acre),Not available,Not available,TILES/MARBLE/WOODEN FLOORING,"TILES, PAINT, SINK SS",NA,NA,NA,NA,NA,Not Found,Not Available
GGM/735/467/2023/79 DATED 24.07.2023,THE ANTALYAS,NAVRAJ INFRATECH PVT LTD,SECTOR 37 D,GURUGRAM,216.99,164.50,Yes,0,111.05,50.00,8.58,9.67,0,0,0,0,0,0,Not Found,Not Found,5.43 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILES/ ITALIAN STONE,ISI MARKED,"WOODEN(DOOR FRAME), ALUMINIUMN/UPVC(WINDOW FRAME)",ISI MARKED,ISI MARKED,ISI MARKED,ACRLYLIC EMULSION,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MTAyMQ==,oc\GGM-735-467-2023-79-OC_uploaded.pdf
GGM/716/448/2023/60 DATED 08.05.2023,EMERALD HILLS - PHASE 2,EMAAR INDIA LIMITED,"VILLAGE BADSHAHPUR, MAIDAWAS,
NANGLI UMARPUR, SECTOR - 62 & 65, GURUGRAM",GURUGRAM,1611.74,366.26,Yes,563.68,0,0,29,275.26,0,0,0,4.1,0,0.11,Not Found,Not Found,50.61 (Acre),Not available,Not available,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Not Found,Not Available
GGM/716/448/2023/60 DATED 08.05.2023,EMERALD HILLS - PHASE 2,EMAAR INDIA LIMITED,"VILLAGE BADSHAHPUR, MAIDAWAS,
NANGLI UMARPUR, SECTOR - 62 & 65, GURUGRAM",GURUGRAM,1611.74,366.26,Yes,563.68,0,0,29,275.26,0,0,0,4.1,0,0.11,Not Found,Not Found,50.61 (Acre),Not available,Not available,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Not Found,Not Available
GGM/704/436/2023/48 DATED 29.03.2023,M3M GOLF HILLS PHASE 1,LOON LAND DEVELOPMENT LIMITED,SECTOR 79/ 79B,GURUGRAM,1046.04,250.00,Yes,1080.00,250.00,110.00,595.00,70.00,0.00,0.00,0.00,0.00,0.00,0,Not Found,Not Found,20.0438 (Acre),Not available,Not available,VITRIFIED TILES/LAMINATEDWOODEN FLOOR/CERAMIC TILE,NA,EXTERNAL ALUMINIUM WITH GLASSINTERNAL – WOODEN,AS PER APPROVED MAKE,LIFTS AS PER BUILDING PLANS,AS PER APPROVED MAKE,NA,Not Found,Not Available
GGM/695/427/2023/39 DATED 13.02.2023,LANDMARK AVANA,LANDMARK APARTMENTS PRIVATE LIMITED,"SECTOR 95, GURUGRAM",GURUGRAM,667.35,279.72,No,185.00,320.59,54.52,0,9.61,0,0,0,0,0,2299.735,Not Found,Not Found,14.209 (Acre),Not available,Not available,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,Not Found,Not Available
GGM/694/426/2023/38 DATED 02.02.2023,WESTERLIES PHASE-2,EXPERION DEVELOPERS PRIVATE LIMITED,SECTOR 108,GURUGRAM,1305.98,397.91,Yes,0,303.11,71.24,0,27.44,0,0,0,0,0,0,985,319,44.178 (Acre),22-03-2018,100,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/NTEy,oc\GGM-694-426-2023-38-OC_uploaded.pdf
GGM/543/275/2022/18 DATED 14.03.2022(SUPERSEDED BY GGM/692/424/2023/36 DATED 02.02.2023),THE NATION,JMS INFRA REALITY PRIVATE LIMITED,"SECTOR 95, WAZIRPUR",GURUGRAM,123.27,42.42,Yes,98.42,134.95,113.55,0,52.95,250,400,0,0,0,0,Not Found,Not Found,16.55625 (Acre),Not available,Not available,NOT APPLICABLE,NA,NA,NA,NA,NA,NA,Not Found,Not Available
01 OF 2017 DATED 14.06.2017 (SUPERSEDED BY GGM/688/420/2023/32 DATED 02.02.2023),MIXED LAND USE COLONY FOR 14.4125 ACRES,MANGLAM MULTIPLEX PVT LTD,"VILLAGE BADSHAPUR AND MAIDAWA
S, SECTOR-65, GURUGRAM",GURUGRAM,1288,2641,No,2735,44,0,2630,171,1541,0,108,0,0,1.6185,Not Found,Not Found,14.4125 (Acre),Not available,Not available,RCC SLAB/TILE,N.A.,POWDER COATED ALUMINIUM FRAME/WOODEN FRAME,PUBLIC AREAS & TOILETS TO BE PROVIDED WITH LED LIGHT FIXTURES.,SCHINDLER / THYSSENKRUPP / FUJITEC / KONE,PROVISION OF WIRE / CABLE UP TO DISTRIBUTION BOARD ISI /BIS APPROVED,"ANTISKID TILES/IPS ON FLOOR, PAINT/WHITE WASH FINISH ON WALL & CEILING IN PUBLIC AREAS",Not Found,Not Available
01 OF 2017 DATED 14.06.2017 (SUPERSEDED BY GGM/688/420/2023/32 DATED 02.02.2023),MIXED LAND USE COLONY FOR 14.4125 ACRES,MANGLAM MULTIPLEX PVT LTD,"VILLAGE BADSHAPUR AND MAIDAWA
S, SECTOR-65, GURUGRAM",GURUGRAM,1288,2641,No,2735,44,0,2630,171,1541,0,108,0,0,1.6185,Not Found,Not Found,14.4125 (Acre),Not available,Not available,RCC SLAB/TILE,N.A.,POWDER COATED ALUMINIUM FRAME/WOODEN FRAME,PUBLIC AREAS & TOILETS TO BE PROVIDED WITH LED LIGHT FIXTURES.,SCHINDLER / THYSSENKRUPP / FUJITEC / KONE,PROVISION OF WIRE / CABLE UP TO DISTRIBUTION BOARD ISI /BIS APPROVED,"ANTISKID TILES/IPS ON FLOOR, PAINT/WHITE WASH FINISH ON WALL & CEILING IN PUBLIC AREAS",Not Found,Not Available
GGM/687/419/2023/31 DATED 02.02.2023,M3M CROWN PHASE 1,METRO EDUCATION & WELFARE PRIVATE LIMITED,SECTOR-111,GURUGRAM,338.24,72.00,Yes,590.00,250.00,76.00,192,0,0,0,0,0,0,0,Not Found,Not Found,15.9938 (Acre),Not available,Not available,VITRIFIED TILES/LAMINATEDWOODEN FLOOR/CERAMIC TILE,NA,EXTERNAL ALUMINIUM WITH GLASSINTERNAL – WOODEN,AS PER APPROVED MAKE,LIFTS AS PER BUILDING PLANS,AS PER APPROVED MAKE,NA,Not Found,Not Available
GGM/682/414/2023/26 DATED 30.01.2023,SIGNATURE GLOBAL CITY 93,SIGNATURE BUILDERS PRIVATE LIMITED,"VILLAGE WAZIRPUR, SECTOR 93,
GURUGRAM, HARYANA",GURUGRAM,412.97,231.5,No,0.00,147.05,39.85,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.113,Not Found,Not Found,9.304 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILE,OPEN KITCHEN,WOODEN / UPVC/ALUMIN UM,N/A,OTIS/FUGITE CH,N/A,N/A,Not Found,Not Available
GGM/681/413/2023/25 DATED 30.01.2023,SIGNATURE GLOBAL CITY 93,SIGNATURE BUILDERS PRIVATE LIMITED,"VILLAGE WAZIRPUR, SECTOR 93,
GURUGRAM, HARYANA",GURUGRAM,412.97,231.5,No,0,147.05,39.85,0,0,0,0,0,0,0,0.112,Not Found,Not Found,17.31875 (Acre),Not available,Not available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Found,Not Available
GGM/675/407/2023/19 DATED 30.01.2023,CHINTAMANIS,AVIANA GREENS ESTATES PVT LTD,"SECTOR 103,VILL DAULTABAD, GU
RUGRAM",GURUGRAM,108.33,343.18,Yes,300.00,335.00,39.07,30.00,16.20,0,0,0,0,0,0,Not Found,Not Found,4.1875 (Acre),Not available,Not available,VITRIFIED TILES,ISI MARKED,HARD WOOD FRAMES/FLUSH DOORS,ISI MARKED,AS PER STANDERDS,ISI MARKED,PAINT,Not Found,Not Available
GGM/673/405/2023/17 DATED 23.01.2023,BIRLA NAVYA (AVIK PHASE-1),AVARNA PROJECTS LLP,"SECTOR- SECTOR-63A,VILLAGE- K
ADARPUR, MAIDAWAS, ULLAHWAS",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,1.6104 (Acre),Not available,Not available,STONES / TILES/ANTI -SKID TILES/ EQUIVALENT /WOODEN FLOORING,ACRYLIC EMULSION /OBD/EQUIVALENT,WOODEN DOORS AND ALUMINIUM WINDOWS,LED FOR ONLY THE COMMON AREAS,I COMMON /PLOT,ISI MARKED FOR ONLY THE COMMON AREAS,NA,Not Found,Not Available
GGM/672/404/2023/16 DATED 23.01.2023,CENTRAL PARK THE ORCHARD,ST PATRICKS REALTY PRIVATE LIMITED,"SITUATED IN SECTOR-32, TEHSIL
-SOHNA, GURUGRAM",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,4.127 (Acre),Not available,Not available,LAMINATED WOODEN FLOORING / MARBLE,ANTI SKID /VITRIFIED TILES / MARBLE,FLUSH DOOR WITH VINEER / LAMINATED EQUIVALENT,MODULAR TYPE,SCHNEIDER,AS PER IS CODES,AS PER OUR SCHEME,Not Found,Not Available
GGM/671/403/2023/15 DATED 23.01.2023,THE SIXTY THREE,DLF HOME DEVELOPERS LIMITED,"SECTOR 63, GURUGRAM, HARYANA-
122102",GURUGRAM,521.07,609.15,Yes,0,148.37,45.82,3498.60,127.33,0,0,35.70,0.5,0,11.06,Not Found,Not Found,25.087 (Acre),Not available,Not available,TILES / MARBLE / GRANITE / LAMINATED WOOD,"MODULAR KITCHEN WITH APPLIANCES AS PER POINT 6.6 IN UNIT WISE SPECIFICATIONS, CABINETRY AND SS SINK",MS / UPVC / AL / WOOD / COMPOSITE MATERIAL,NA,BRANDED MAKE,SWITCH BOX AND SOCKETS. HOME AUTOMATION IN SELECT AREAS AS PER DESIGN,NIL,https://haryanarera.gov.in/assistancecontrol/view_corrigendum/MzQy,oc\GGM-671-403-2023-15-OC_uploaded.pdf
GGM/670/402/2023/14 DATED 16.01.2023,GODREJ ICON TOWER 4/E AND TOWER 5/F,OASIS LANDMARKS LLP,SECTOR 88A & 89A,GURUGRAM,76.49,54.73,Yes,0,21.13,12.63,33.75,12.14,0,0,7.33,0,0,808.07,0,0,1.424625 (Acre),31-12-2029,0,"VITRIFIED TILE OR EQV. IN LIVING/DINING, WOODEN FLOORING OR EQV. IN BEDROOMS, ANTI-SKID TILES OR EQV. IN TOILETS, KITCHEN, BALCONY & UTILITY",GRANITE COUNTER WITH SINK AND CP FITTINGS,"TEAK FRAME IN MAIN DOOR, RED MERANDI/ FLUSH DOOR IN INTERNAL DOORS, ALUMINIUM OR EQ. FRAME WITH GLASS FOR WINDOWS & SLIDING DOOR WINDOWS",PHILLIPS OR EQUIVALENT LED LIGHTS IN COMMON AREA,STONE ARCHITRAVE AND ITALIAN MARBLE/STONE FLOORING IN CAR BODY AND GRANITE CLADDING,LED LIGHTS IN COMMON AREA,AS MENTIONED BELOW,Not Found,Not Available
GGM/666/398/2023/10 DATED 13.01.2023,SIGNATURE GLOBAL CITY 92-(II),SIGNATURE INFRABUILD PVT. LTD.,"VILLAGE MEVKA, WAZIRPUR, SECT
OR-92, GURUGRAM",GURUGRAM,0,0,No,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,2.4940 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILES,OPEN KITCHEN,"WOODEN(DOOR FRAME), ALUMINIUMN/UPVC(WINDOW FRAME)",ISI MARKED,ISI MARKED,ISI MARKED,NA,Not Found,Not Available
GGM/665/397/2023/09 DATED 13.01.2023,SIGNATURE GLOBAL CITY 92-2,SIGNATURE INFRABUILD PVT. LTD.,"VILLAGE MEVKA, WAZIRPUR, SECT
OR-92, GURUGRAM",GURUGRAM,242.60,100.2,No,0,349.68,55.6,0,35.13,0,0,0,0,0,0.4365,Not Found,Not Found,8.3125 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILES,OPEN KITCHEN,WOODEN / UPVC/ALUMIN UM,NA,OTIS/FUGITE CH,NA,NA,Not Found,Not Available
GGM/663/395/2023/07 DATED 12.01.2023,THE ASPEN,WHITELAND CORPORATION PRIVATE LIMITED,"DARBARIPUR ROAD, SECTOR 76",GURUGRAM,754.50,294.00,No,5292.0,294.00,192.00,2940.0,375.00,0,0,84.00,0.2113,0,1.7159,Not Found,Not Found,11.96 (Acre),Not available,Not available,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Available
GGM/833/565/2024/60 DATED 03.06.2024 (SUPERSEDES GGM/662/394/2023/06 DATED 12.01.2023),M3M ANTALYA HILLS PHASE II,LOON LAND DEVELOPMENT LIMITED,"SECTOR-79, GURUGRAM, HARYANA",GURUGRAM,897.91,276.36,Yes,138.64,149.02,121.93,243.10,194.10,0,0,0,0,0,0,1392,1362,10.074 (Acre),31-12-2025,1.99,VITRIFIED TILES/LAMINATE WOODEN FOR BEDROOM ; ANTISKID CERAMIC TILES FOR TOILET,"VITRIFIED TILES, PLASTER AND OBD",UPVC / ALUMINIUM POWDER COATED FOR EXTERNAL,AS PER APPROVED MAKE,4 TO 6 PASSENGER LIFTS AS PER NORMS,AS PER APPROVED MAKE,PLASTER AND OBD,Not Found,Not Available
GGM/659/391/2023/03 DATED 12.01.2023,SIGNATURE GLOBAL CITY 79B -1,JMK HOLDINGS PVT. LTD.,"VILLAGE, NAUNGRANPUR, SECTOR-
79B GURUGRAM, HARYANA",GURUGRAM,228.30,223.86,No,0,123.11,28.75,0,0,0,0,0,0,0,0.047,Not Found,Not Found,12.4875 (Acre),Not available,Not available,VITRIFIED & CERAMIC TILES,OPEN KITCHEN,WOODEN / UPVC/ALUMIN UM,NA,OTIS/FUGITE CH,NA,NA,Not Found,Not Available
GGM/657/389/2023/01 DATED 02.01.2023,INDEPENDENT FLOORS AT DLF GARDENCITY ENCLAVE PHASE 2,DLF LIMITED,SECTOR 93,GURUGRAM,319,156,Yes,547,209,65,82,690,0,0,0,0,0,0,Not Found,Not Found,20277 (Sqr/mtrs),Not available,Not available,IPS FLOORING / TILES / GRANITE,WHITE WASH / OBD,WOODEN FRAMES FOR DOORS UPVC/AL/MS FRAMES FOR WINDOWS,MODULAR FITTINGS,BRANDED MAKE,MODULAR FITTINGS,WHITE WASH / OBD,Not Found,Not Available
GGM/650/382/2022/125 DATED 23.12.2022,M3M ANTALYA HILLS PHASE 1,LOON LAND DEVELOPMENT LIMITED,"SECTOR 79, GURUGRAM",GURUGRAM,417.63,208.89,Yes,497.67,237.23,33.00,81.43,5.00,0,0,0,0,0,0.348,Not Found,Not Found,8.7111 (Acre),Not available,Not available,VITRIFIED TILES/LAMINATE WOODEN FOR BEDROOM ; ANTISKID CERAMIC TILES FOR TOILET,"VITRIFIED TILES, PLASTER AND OBD",UPVC / ALUMINIUM POWDER COATED FOR EXTERNAL,AS PER APPROVED MAKE,4 TO 6 PASSENGER LIFTS AS PER NORMS,AS PER APPROVED MAKE,PLASTER AND OBD,Not Found,Not Available
GGM/645/377/2022/120 DATED 13.12.2022,SMARTWORLD ONE DXP,NOURISH DEVELOPERS PRIVATE LIMITED,SEC-113,GURUGRAM,966.6,978.07,Yes,984.27,754.06,134.15,685.41,300,0,0,0,0,0,0.9286,Not Found,Not Found,7.94 (Acre),Not available,Not available,VITRIFIED TILES/LAMINATED WOODEN FLOOR/CERAMIC TILE,AS PER APPROVED,ALUMINIUM FRAME,LED TYPE FITTINGS IN COMMON AREA ONLY,SCHINDLER/THYSSENKRUPP/KONE/AS APPROVED AS PER VERTICAL TRAFFIC,LED TYPE FITTINGS IN COMMON AREA ONLY,GYPSUM PLASTER & PAINT ONLY FOR COMMON AREA,Not Found,Not Available
